Channel,Sales Order,Sales Order Line,Customer ID,Reseller ID,SKU,Region,Country,Order Date,Due Date,Ship Date,Order Quantity,Unit Price,Unit Price Discount Pct,Product Standard Cost,Total Product Cost,Extended Amount,Sales Amount,_batch_id
 Internet,SO44683,SO44683 - 1,,,BK-R93R-48,Southwest,United States,20171019,2017-10-29,20171026,1.2,3578.27,,2171.2942,2171.2942,-3578.27,-3578.27,ERP_EXPORT_20240115
INTERNET,SO45667,SO45667 - 1,AW00019957,,BK-R93R-56,Australia,Australia,2018-02-11,2018-02-21,18-02-2018,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
 Internet,SO47218,SO47218 - 1,AW00021361,,BK-R89R-48,Australia,Australia,"Jul 18, 2018",2018-07-28,"Jul 25, 2018",1.0,2443.35,0.0%,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO46522,SO46522 - 1,AW00012882,,BK-R93R-48,Southwest,United States,20-05-2018,2018-05-30,"May 27, 2018",1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO48897,SO48897 - 1,AW00016540,,BK-R89B-52,Germany,Germany,2018-12-13 00:00:00,2018-12-23,12/20/2018,1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet,SO48475,SO48475 - 1,AW00017214,,BK-R89R-52,United Kingdom,United Kingdom,"Nov 07, 2018",2018-11-17,20181114,1.0,2443.35,0.0,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
INTERNET,SO45432,SO45432 - 1,AW00014167,,BK-R93R-48,Germany,Germany,20180114,2018-01-24,01/21/2018,1.0,3578.27,,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO48531,SO48531 - 1,AW00013105,,BK-M68B-42,Australia,Australia,2018-11-11,2018-11-21,18-11-2018,1.0,2049.0982,0.0,1105.81,1105.81,2049.0982,2049.0982,ERP_EXPORT_20240115
Internet ,SO45618,SO45618 - 1,AW00012618,,BK-R93R-44,france,France,03-02-2018,2018-02-13,2018-02-10 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
 Internet,SO47141,SO47141 - 1,,,BK-R89R-58,australia,Australia,09-07-2018,2018-07-19,07/16/2018,1.8,2181.5625,,1320.6838,1320.6838,-2181.5625,-2181.5625,ERP_EXPORT_20240115
Internet,SO44894,SO44894 - 1,AW00025943,,BK-M82B-38,Southwest,United States,"Nov 12, 2017",2017-11-22,11/19/2017,1.0,3374.99,,1898.0944,1898.0944,3374.99,3374.99,ERP_EXPORT_20240115
Internet,SO48176,SO48176 - 1,AW00015379,,BK-R50B-62,Southwest,United States,10/15/2018,2018-10-25,22-10-2018,1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO44706,SO44706 - 1,AW00028618,,BK-R93R-44,Northwest,United States,"Oct 24, 2017",2017-11-03,2017-10-31 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO45083,SO45083 - 1,AW00014947,,BK-R93R-48,United Kingdom,United Kingdom,20171202,2017-12-12,"Dec 09, 2017",1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO46836,SO46836 - 1,AW00013769,,BK-R89B-52,France,France,06/19/2018,2018-06-29,2018-06-26,1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
internet,SO47794,SO47794 - 1,AW00020375,,BK-M68S-42, Canada,Canada,2018-09-10 00:00:00,2018-09-20,"Sep 17, 2018",1.0,2071.4196,,1117.8559,1117.8559,2071.4196,2071.4196,ERP_EXPORT_20240115
Internet,SO44150,SO44150 - 1,AW00017315,,BK-R93R-48,Australia,Australia,20170805,2017-08-15,2017-08-12,1.0,3578.27,,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44929,SO44929 - 1,AW00012398,,BK-R93R-48,France,France,20171117,2017-11-27,2017-11-24 00:00:00,1.0,3578.27,,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO45510,SO45510 - 1,AW00022998,,BK-R93R-62,Canada,Canada,2018-01-27,2018-02-06,"Feb 03, 2018",1.0,3578.27,,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO47093,SO47093 - 1,AW00013380,,BK-R89R-48,southwest,United States,07/04/2018,2018-07-14,2018-07-11 00:00:00,1.0,2443.35,0.0,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO48575,SO48575 - 1,,,BK-M68B-42,Australia,Australia,"Nov 15, 2018",2018-11-25,2018-11-22,1.1,2049.0982,,1105.81,1105.81,-2049.0982,-2049.0982,ERP_EXPORT_20240115
Internet,SO46690,SO46690 - 1,AW00013039,,BK-R89R-44,Southwest,United States,20180602,2018-06-12,2018-06-09,1.0,2443.35,0.0%,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
Internet,SO46767,SO46767 - 1,AW00012573,,BK-M68B-46,australia,Australia,10-06-2018,2018-06-20,2018-06-17 00:00:00,1.0,2049.0982,0.0,1105.81,1105.81,2049.0982,2049.0982,ERP_EXPORT_20240115
Internet,SO47542,SO47542 - 1,,,BK-R89B-44,Australia,Australia,2018-08-13,2018-08-23,"Aug 20, 2018",1.3,2181.5625,,1320.6838,1320.6838,-2181.5625,-2181.5625,ERP_EXPORT_20240115
 Internet,SO46422,SO46422 - 1,AW00012884,,BK-R93R-44,Southwest,United States,2018-05-06 00:00:00,2018-05-16,"May 13, 2018",1.0,3578.27,,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO46152,SO46152 - 1,AW00020424,,BK-R93R-56,Australia,Australia,04/05/2018,2018-04-15,2018-04-12,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO46494,SO46494 - 1,AW00020983,,BK-R93R-52,Australia,Australia,2018-05-17,2018-05-27,05/24/2018,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet ,SO44940,SO44940 - 1,AW00018490,,BK-R93R-44,Australia ,Australia,2017-11-18,2017-11-28,11/25/2017,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44854,SO44854 - 1,AW00029004,,BK-R93R-44,Southwest,United States,11/07/2017,2017-11-17,11/14/2017,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO47125,SO47125 - 1,AW00013325,,BK-R89B-48,Southwest,United States,2018-07-07,2018-07-17,2018-07-14 00:00:00,1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet,SO44936,SO44936 - 1,AW00029044,,BK-R93R-48, Northwest,United States,11/18/2017,2017-11-28,2017-11-25 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44227,SO44227 - 1,AW00028401,,BK-M82B-42,France,France,2017-08-22 00:00:00,2017-09-01,2017-08-29,1.0,3374.99,0.0,1898.0944,1898.0944,3374.99,3374.99,ERP_EXPORT_20240115
internet,SO47617,SO47617 - 1,AW00021943,,BK-R89B-52,Australia,Australia,08/24/2018,2018-09-03,08/31/2018,1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
Internet,SO48804,SO48804 - 1,AW00012276,,BK-M68S-46,Germany,Germany,20181202,2018-12-12,"Dec 09, 2018",1.0,2071.4196,0.0,1117.8559,1117.8559,2071.4196,2071.4196,ERP_EXPORT_20240115
Internet,SO44435,SO44435 - 1,AW00028573,,BK-R93R-48,Northwest,United States,2017-09-22 00:00:00,2017-10-02,29-09-2017,1.0,3578.27,,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
internet,SO45097,SO45097 - 1,AW00029151,,BK-R93R-52,Southwest,United States,12/04/2017,2017-12-14,2017-12-11,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
internet,SO48093,SO48093 - 1,,,BK-R89B-52,United Kingdom,United Kingdom,2018-10-01,2018-10-11,08-10-2018,1.6,2181.5625,,1320.6838,1320.6838,-2181.5625,-2181.5625,ERP_EXPORT_20240115
Internet,SO45365,SO45365 - 1,,,BK-R93R-52,United Kingdom,United Kingdom,2018-01-04,2018-01-14,11-01-2018,1.3,3578.27,,2171.2942,2171.2942,-3578.27,-3578.27,ERP_EXPORT_20240115
internet,SO43705,SO43705 - 1,AW00011011,,BK-M82S-38,Australia ,Australia,2017-07-01,2017-07-11,20170708,1.0,3399.99,0.0,1912.1544,1912.1544,3399.99,3399.99,ERP_EXPORT_20240115
Internet ,SO46560,SO46560 - 1,AW00026096,,BK-M82S-38,Southwest,United States,"May 24, 2018",2018-06-03,05/31/2018,1.0,3399.99,0.0,1912.1544,1912.1544,3399.99,3399.99,ERP_EXPORT_20240115
Internet ,SO45903,SO45903 - 1,AW00015619,,BK-R93R-62,United Kingdom,United Kingdom,15-03-2018,2018-03-25,2018-03-22 00:00:00,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
INTERNET,SO44836,SO44836 - 1,AW00018465,,BK-R93R-56,Australia,Australia,20171104,2017-11-14,20171111,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44465,SO44465 - 1,AW00014613,,BK-R50R-58,Northwest,United States,2017-09-28 00:00:00,2017-10-08,2017-10-05 00:00:00,1.0,699.0982,0.0,413.1463,413.1463,699.0982,699.0982,ERP_EXPORT_20240115
Internet,SO47534,SO47534 - 1,AW00026148,,BK-R50R-48,AUSTRALIA,Australia,2018-08-12,2018-08-22,19-08-2018,1.0,782.99,0.0,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO48656,SO48656 - 1,AW00020829,,BK-R50B-62,Germany,Germany,11/23/2018,2018-12-03,20181130,1.0,782.99,,486.7066,486.7066,782.99,782.99,ERP_EXPORT_20240115
Internet,SO45082,SO45082 - 1,,,BK-M82B-44,australia,Australia,12/01/2017,2017-12-11,2017-12-08 00:00:00,1.7,3374.99,,1898.0944,1898.0944,-3374.99,-3374.99,ERP_EXPORT_20240115
Internet,SO45123,SO45123 - 1,AW00022971,,BK-R93R-44,Canada,Canada,09-12-2017,2017-12-19,"Dec 16, 2017",1.0,3578.27,,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO44989,SO44989 - 1,AW00028854,,BK-R93R-44,Northwest,United States,2017-11-24,2017-12-04,"Dec 01, 2017",1.0,3578.27,,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO43765,SO43765 - 1,,,BK-M82S-44,Australia,Australia,"Jul 09, 2017",2017-07-19,07/16/2017,1.5,3399.99,,1912.1544,1912.1544,3399.99,3399.99,ERP_EXPORT_20240115
Internet,SO44997,SO44997 - 1,AW00028870,,BK-R93R-62,Northwest,United States,2017-11-25,2017-12-05,"Dec 02, 2017",1.0,3578.27,,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO46496,SO46496 - 1,AW00020627,,BK-R93R-48,Australia,Australia,2018-05-17 00:00:00,2018-05-27,24-05-2018,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
 Internet,SO45255,SO45255 - 1,AW00029258,,BK-R93R-56,northwest,United States,2017-12-30,2018-01-09,2018-01-06,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO48484,SO48484 - 1,AW00013525,,BK-M68S-38,Australia,Australia,2018-11-07 00:00:00,2018-11-17,20181114,1.0,2071.4196,0.0,1117.8559,1117.8559,2071.4196,2071.4196,ERP_EXPORT_20240115
Internet,SO45228,SO45228 - 1,AW00018768,,BK-R93R-56,Australia,Australia,25-12-2017,2018-01-04,01/01/2018,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO46593,SO46593 - 1,AW00012912,,BK-R93R-56,Northwest ,United States,29-05-2018,2018-06-08,20180605,1.0,3578.27,0.0,2171.2942,2171.2942,3578.27,3578.27,ERP_EXPORT_20240115
Internet,SO47122,SO47122 - 1,AW00013362,,BK-R89R-58,Southwest ,United States,"Jul 07, 2018",2018-07-17,2018-07-14 00:00:00,1.0,2181.5625,0.0,1320.6838,1320.6838,2181.5625,2181.5625,ERP_EXPORT_20240115
internet,SO48250,SO48250 - 1,AW00022572,,BK-R89R-52,Australia ,Australia,20181026,2018-11-05,20181102,1.0,2443.35,0.0%,1518.7864,1518.7864,2443.35,2443.35,ERP_EXPORT_20240115
