ProductID,StartDate,EndDate,StandardCost,ModifiedDate
747,2007-07-01,,739.041,2007-06-17
748,2005-07-01,2006-06-30,623.8403,2006-06-30
748,2006-07-01,2007-06-30,660.9142,2007-06-30
748,2007-07-01,,747.2002,2007-06-17
749,2005-07-01,2006-06-30,2171.2942,2006-06-30
750,2005-07-01,2006-06-30,2171.2942,2006-06-30
751,2005-07-01,2006-06-30,2171.2942,2006-06-30
752,2005-07-01,2006-06-30,2171.2942,2006-06-30
753,2005-07-01,2006-06-30,2171.2942,2006-06-30
754,2005-07-01,2006-06-30,884.7083,2006-06-30
755,2005-07-01,2006-06-30,884.7083,2006-06-30
756,2005-07-01,2006-06-30,884.7083,2006-06-30
757,2005-07-01,2006-06-30,884.7083,2006-06-30
758,2005-07-01,2006-06-30,884.7083,2006-06-30
759,2005-07-01,2006-06-30,413.1463,2006-06-30
759,2006-07-01,2007-06-30,486.7066,2007-06-30
760,2005-07-01,2006-06-30,413.1463,2006-06-30
760,2006-07-01,2007-06-30,486.7066,2007-06-30
761,2005-07-01,2006-06-30,413.1463,2006-06-30
761,2006-07-01,2007-06-30,486.7066,2007-06-30
762,2005-07-01,2006-06-30,413.1463,2006-06-30
762,2006-07-01,2007-06-30,486.7066,2007-06-30
763,2005-07-01,2006-06-30,413.1463,2006-06-30
763,2006-07-01,2007-06-30,486.7066,2007-06-30
764,2005-07-01,2006-06-30,413.1463,2006-06-30
764,2006-07-01,2007-06-30,486.7066,2007-06-30
765,2005-07-01,2006-06-30,413.1463,2006-06-30
765,2006-07-01,2007-06-30,486.7066,2007-06-30
766,2005-07-01,2006-06-30,413.1463,2006-06-30
766,2006-07-01,2007-06-30,486.7066,2007-06-30
767,2005-07-01,2006-06-30,413.1463,2006-06-30
767,2006-07-01,2007-06-30,486.7066,2007-06-30
768,2005-07-01,2006-06-30,413.1463,2006-06-30
768,2006-07-01,2007-06-30,486.7066,2007-06-30
769,2005-07-01,2006-06-30,413.1463,2006-06-30
769,2006-07-01,2007-06-30,486.7066,2007-06-30
770,2005-07-01,2006-06-30,413.1463,2006-06-30
770,2006-07-01,2007-06-30,486.7066,2007-06-30
771,2005-07-01,2006-06-30,1912.1544,2006-06-30
772,2005-07-01,2006-06-30,1912.1544,2006-06-30
773,2005-07-01,2006-06-30,1912.1544,2006-06-30
774,2005-07-01,2006-06-30,1912.1544,2006-06-30
775,2005-07-01,2006-06-30,1898.0944,2006-06-30
776,2005-07-01,2006-06-30,1898.0944,2006-06-30
777,2005-07-01,2006-06-30,1898.0944,2006-06-30
778,2005-07-01,2006-06-30,1898.0944,2006-06-30
779,2006-07-01,2007-06-30,1117.8559,2007-06-30
779,2007-07-01,,1265.6195,2007-06-17
780,2006-07-01,2007-06-30,1117.8559,2007-06-30
780,2007-07-01,,1265.6195,2007-06-17
781,2006-07-01,2007-06-30,1117.8559,2007-06-30
781,2007-07-01,,1265.6195,2007-06-17
782,2006-07-01,2007-06-30,1105.81,2007-06-30
782,2007-07-01,,1251.9813,2007-06-17
783,2006-07-01,2007-06-30,1105.81,2007-06-30
783,2007-07-01,,1251.9813,2007-06-17
784,2006-07-01,2007-06-30,1105.81,2007-06-30
784,2007-07-01,,1251.9813,2007-06-17
785,2006-07-01,2007-06-30,598.4354,2007-06-30
786,2006-07-01,2007-06-30,598.4354,2007-06-30
787,2006-07-01,2007-06-30,598.4354,2007-06-30
788,2006-07-01,2007-06-30,598.4354,2007-06-30
789,2006-07-01,2007-06-30,1518.7864,2007-06-30
790,2006-07-01,2007-06-30,1518.7864,2007-06-30
791,2006-07-01,2007-06-30,1518.7864,2007-06-30
792,2006-07-01,2007-06-30,1320.6838,2007-06-30
792,2007-07-01,,1554.9479,2007-06-17
793,2006-07-01,2007-06-30,1320.6838,2007-06-30
793,2007-07-01,,1554.9479,2007-06-17
794,2006-07-01,2007-06-30,1320.6838,2007-06-30
794,2007-07-01,,1554.9479,2007-06-17
795,2006-07-01,2007-06-30,1320.6838,2007-06-30
795,2007-07-01,,1554.9479,2007-06-17
796,2006-07-01,2007-06-30,1320.6838,2007-06-30
796,2007-07-01,,1554.9479,2007-06-17
797,2006-07-01,2007-06-30,605.6492,2007-06-30
797,2007-07-01,,713.0798,2007-06-17
798,2006-07-01,2007-06-30,605.6492,2007-06-30
798,2007-07-01,,713.0798,2007-06-17
799,2006-07-01,2007-06-30,605.6492,2007-06-30
799,2007-07-01,,713.0798,2007-06-17
800,2006-07-01,2007-06-30,605.6492,2007-06-30
800,2007-07-01,,713.0798,2007-06-17
801,2006-07-01,2007-06-30,605.6492,2007-06-30
801,2007-07-01,,713.0798,2007-06-17
802,2006-07-01,2007-06-30,65.8097,2007-06-30
803,2006-07-01,2007-06-30,77.9176,2007-06-30
804,2006-07-01,2007-06-30,101.8936,2007-06-30
805,2006-07-01,2007-06-30,15.1848,2007-06-30
806,2006-07-01,2007-06-30,45.4168,2007-06-30
807,2006-07-01,2007-06-30,55.3801,2007-06-30
808,2006-07-01,2007-06-30,17.978,2007-06-30
808,2007-07-01,,19.7758,2007-06-17
809,2006-07-01,2007-06-30,24.9932,2007-06-30
809,2007-07-01,,27.4925,2007-06-17
810,2006-07-01,2007-06-30,48.5453,2007-06-30
810,2007-07-01,,53.3999,2007-06-17
811,2006-07-01,2007-06-30,17.978,2007-06-30
811,2007-07-01,,19.7758,2007-06-17
812,2006-07-01,2007-06-30,24.9932,2007-06-30
812,2007-07-01,,27.4925,2007-06-17
813,2006-07-01,2007-06-30,48.5453,2007-06-30
813,2007-07-01,,53.3999,2007-06-17
814,2006-07-01,2007-06-30,185.8193,2007-06-30
815,2006-07-01,2007-06-30,26.9708,2007-06-30
816,2006-07-01,2007-06-30,92.8071,2007-06-30
817,2006-07-01,2007-06-30,133.2955,2007-06-30
818,2006-07-01,2007-06-30,37.9909,2007-06-30
819,2006-07-01,2007-06-30,110.2829,2007-06-30
820,2006-07-01,2007-06-30,146.5466,2007-06-30
821,2006-07-01,2007-06-30,96.7964,2007-06-30
822,2006-07-01,2007-06-30,300.1188,2007-06-30
822,2007-07-01,,360.9428,2007-06-17
823,2006-07-01,2007-06-30,38.9588,2007-06-30
824,2006-07-01,2007-06-30,104.7951,2007-06-30
825,2006-07-01,2007-06-30,145.2835,2007-06-30
826,2006-07-01,2007-06-30,49.9789,2007-06-30
827,2006-07-01,2007-06-30,122.2709,2007-06-30
828,2006-07-01,2007-06-30,158.5346,2007-06-30
829,2006-07-01,2007-06-30,108.7844,2007-06-30
830,2006-07-01,2007-06-30,185.8193,2007-06-30
831,2006-07-01,2007-06-30,185.8193,2007-06-30
832,2006-07-01,2007-06-30,185.8193,2007-06-30
833,2006-07-01,2007-06-30,300.1188,2007-06-30
833,2007-07-01,,360.9428,2007-06-17
834,2006-07-01,2007-06-30,300.1188,2007-06-30
834,2007-07-01,,360.9428,2007-06-17
835,2006-07-01,2007-06-30,300.1188,2007-06-30
835,2007-07-01,,360.9428,2007-06-17
836,2006-07-01,2007-06-30,300.1188,2007-06-30
836,2007-07-01,,360.9428,2007-06-17
837,2006-07-01,2007-06-30,722.2568,2007-06-30
837,2007-07-01,,868.6342,2007-06-17
838,2006-07-01,2007-06-30,722.2568,2007-06-30
838,2007-07-01,,868.6342,2007-06-17
839,2006-07-01,2007-06-30,722.2568,2007-06-30
839,2007-07-01,,868.6342,2007-06-17
840,2006-07-01,2007-06-30,722.2568,2007-06-30
840,2007-07-01,,868.6342,2007-06-17
841,2006-07-01,2007-06-30,24.7459,2007-06-30
842,2006-07-01,2007-06-30,51.5625,2007-06-30
843,2006-07-01,2007-06-30,10.3125,2007-06-30
844,2006-07-01,2007-06-30,8.2459,2007-06-30
845,2006-07-01,2007-06-30,10.3084,2007-06-30
846,2006-07-01,2007-06-30,5.7709,2007-06-30
847,2006-07-01,2007-06-30,14.4334,2007-06-30
848,2006-07-01,2007-06-30,18.5584,2007-06-30
849,2006-07-01,2007-06-30,24.7459,2007-06-30
850,2006-07-01,2007-06-30,24.7459,2007-06-30
851,2006-07-01,2007-06-30,24.7459,2007-06-30
852,2006-07-01,2007-06-30,30.9334,2007-06-30
853,2006-07-01,2007-06-30,30.9334,2007-06-30
854,2006-07-01,2007-06-30,30.9334,2007-06-30
855,2006-07-01,2007-06-30,37.1209,2007-06-30
856,2006-07-01,2007-06-30,37.1209,2007-06-30
857,2006-07-01,2007-06-30,37.1209,2007-06-30
858,2006-07-01,2007-06-30,9.7136,2007-06-30
858,2007-07-01,,9.1593,2007-06-17
859,2006-07-01,2007-06-30,9.7136,2007-06-30
859,2007-07-01,,9.1593,2007-06-17
860,2006-07-01,2007-06-30,9.7136,2007-06-30
860,2007-07-01,,9.1593,2007-06-17
861,2006-07-01,2007-06-30,15.6709,2007-06-30
862,2006-07-01,2007-06-30,15.6709,2007-06-30
863,2006-07-01,2007-06-30,15.6709,2007-06-30
864,2007-07-01,,23.749,2007-06-17
865,2007-07-01,,23.749,2007-06-17
866,2007-07-01,,23.749,2007-06-17
867,2007-07-01,,26.1763,2007-06-17
868,2007-07-01,,26.1763,2007-06-17
869,2007-07-01,,26.1763,2007-06-17
870,2007-07-01,,1.8663,2007-06-17
871,2007-07-01,,3.7363,2007-06-17
872,2007-07-01,,3.3623,2007-06-17
873,2007-07-01,,0.8565,2007-06-17
874,2007-07-01,,3.3623,2007-06-17
875,2007-07-01,,3.3623,2007-06-17
876,2007-07-01,,44.88,2007-06-17
877,2007-07-01,,2.9733,2007-06-17
878,2007-07-01,,8.2205,2007-06-17
879,2007-07-01,,59.466,2007-06-17
880,2007-07-01,,20.5663,2007-06-17
881,2007-07-01,,41.5723,2007-06-17
882,2007-07-01,,41.5723,2007-06-17
883,2007-07-01,,41.5723,2007-06-17
884,2007-07-01,,41.5723,2007-06-17
885,2007-07-01,,601.7437,2007-06-17
886,2007-07-01,,199.8519,2007-06-17
887,2007-07-01,,601.7437,2007-06-17
888,2007-07-01,,601.7437,2007-06-17
889,2007-07-01,,601.7437,2007-06-17
890,2007-07-01,,601.7437,2007-06-17
891,2007-07-01,,601.7437,2007-06-17
892,2007-07-01,,601.7437,2007-06-17
893,2007-07-01,,601.7437,2007-06-17
894,2007-07-01,,53.9282,2007-06-17
895,2007-07-01,,199.8519,2007-06-17
896,2007-07-01,,199.8519,2007-06-17
897,2007-07-01,,199.8519,2007-06-17
898,2007-07-01,,199.8519,2007-06-17
899,2007-07-01,,199.8519,2007-06-17
900,2007-07-01,,199.8519,2007-06-17
901,2007-07-01,,199.8519,2007-06-17
902,2007-07-01,,199.8519,2007-06-17
903,2007-07-01,,199.8519,2007-06-17
904,2007-07-01,,199.3757,2007-06-17
905,2007-07-01,,199.3757,2007-06-17
906,2007-07-01,,199.3757,2007-06-17
907,2007-07-01,,47.286,2007-06-17
908,2007-07-01,,12.0413,2007-06-17
909,2007-07-01,,17.3782,2007-06-17
910,2007-07-01,,23.3722,2007-06-17
911,2007-07-01,,12.0413,2007-06-17
912,2007-07-01,,17.3782,2007-06-17
913,2007-07-01,,23.3722,2007-06-17
914,2007-07-01,,12.0413,2007-06-17
915,2007-07-01,,17.3782,2007-06-17
916,2007-07-01,,23.3722,2007-06-17
917,2007-07-01,,144.5938,2007-06-17
918,2007-07-01,,144.5938,2007-06-17
919,2007-07-01,,144.5938,2007-06-17
920,2007-07-01,,144.5938,2007-06-17
921,2007-07-01,,1.8663,2007-06-17
922,2007-07-01,,1.4923,2007-06-17
923,2007-07-01,,1.8663,2007-06-17
924,2007-07-01,,136.785,2007-06-17
925,2007-07-01,,136.785,2007-06-17
926,2007-07-01,,136.785,2007-06-17
927,2007-07-01,,136.785,2007-06-17
928,2007-07-01,,9.3463,2007-06-17
929,2007-07-01,,11.2163,2007-06-17
930,2007-07-01,,13.09,2007-06-17
931,2007-07-01,,8.0373,2007-06-17
932,2007-07-01,,9.3463,2007-06-17
933,2007-07-01,,12.1924,2007-06-17
934,2007-07-01,,10.8423,2007-06-17
935,2007-07-01,,17.9776,2007-06-17
936,2007-07-01,,27.568,2007-06-17
937,2007-07-01,,35.9596,2007-06-17
938,2007-07-01,,17.9776,2007-06-17
939,2007-07-01,,27.568,2007-06-17
940,2007-07-01,,35.9596,2007-06-17
941,2007-07-01,,35.9596,2007-06-17
942,2007-07-01,,199.3757,2007-06-17
943,2007-07-01,,136.785,2007-06-17
944,2007-07-01,,144.5938,2007-06-17
945,2007-07-01,,40.6216,2007-06-17
946,2007-07-01,,20.464,2007-06-17
947,2007-07-01,,40.6571,2007-06-17
948,2007-07-01,,47.286,2007-06-17
949,2007-07-01,,77.9176,2007-06-17
950,2007-07-01,,113.8816,2007-06-17
951,2007-07-01,,179.8156,2007-06-17
952,2007-07-01,,8.9866,2007-06-17
953,2007-07-01,,755.1508,2007-06-17
954,2007-07-01,,1481.9379,2007-06-17
955,2007-07-01,,1481.9379,2007-06-17
956,2007-07-01,,1481.9379,2007-06-17
957,2007-07-01,,1481.9379,2007-06-17
958,2007-07-01,,461.4448,2007-06-17
959,2007-07-01,,461.4448,2007-06-17
960,2007-07-01,,461.4448,2007-06-17
961,2007-07-01,,461.4448,2007-06-17
962,2007-07-01,,461.4448,2007-06-17
963,2007-07-01,,461.4448,2007-06-17
964,2007-07-01,,461.4448,2007-06-17
965,2007-07-01,,461.4448,2007-06-17
966,2007-07-01,,1481.9379,2007-06-17
967,2007-07-01,,1481.9379,2007-06-17
968,2007-07-01,,1481.9379,2007-06-17
969,2007-07-01,,1481.9379,2007-06-17
970,2007-07-01,,755.1508,2007-06-17
971,2007-07-01,,755.1508,2007-06-17
972,2007-07-01,,755.1508,2007-06-17
973,2007-07-01,,1082.51,2007-06-17
974,2007-07-01,,1082.51,2007-06-17
975,2007-07-01,,1082.51,2007-06-17
976,2007-07-01,,1082.51,2007-06-17
977,2007-07-01,,343.6496,2007-06-17
978,2007-07-01,,461.4448,2007-06-17
979,2007-07-01,,461.4448,2007-06-17
980,2007-07-01,,419.7784,2007-06-17
981,2007-07-01,,419.7784,2007-06-17
982,2007-07-01,,419.7784,2007-06-17
983,2007-07-01,,419.7784,2007-06-17
984,2007-07-01,,308.2179,2007-06-17
985,2007-07-01,,308.2179,2007-06-17
986,2007-07-01,,308.2179,2007-06-17
987,2007-07-01,,308.2179,2007-06-17
988,2007-07-01,,308.2179,2007-06-17
989,2007-07-01,,294.5797,2007-06-17
990,2007-07-01,,294.5797,2007-06-17
991,2007-07-01,,294.5797,2007-06-17
992,2007-07-01,,294.5797,2007-06-17
993,2007-07-01,,294.5797,2007-06-17
994,2007-07-01,,23.9716,2007-06-17
995,2007-07-01,,44.9506,2007-06-17
996,2007-07-01,,53.9416,2007-06-17
997,2007-07-01,,343.6496,2007-06-17
998,2007-07-01,,343.6496,2007-06-17
999,2007-07-01,,343.6496,2007-06-17
