ProductID,ProductPhotoID,Primary,ModifiedDate
767,118,True,2005-06-01
768,118,True,2005-06-01
769,118,True,2005-06-01
770,118,True,2005-06-01
771,128,True,2005-06-01
772,128,True,2005-06-01
773,128,True,2005-06-01
774,128,True,2005-06-01
775,118,True,2005-06-01
776,118,True,2005-06-01
777,118,True,2005-06-01
778,118,True,2005-06-01
779,84,True,2006-06-01
780,84,True,2006-06-01
781,84,True,2006-06-01
782,78,True,2006-06-01
783,78,True,2006-06-01
784,78,True,2006-06-01
785,78,True,2006-06-01
786,78,True,2006-06-01
787,78,True,2006-06-01
788,78,True,2006-06-01
789,179,True,2006-06-01
790,179,True,2006-06-01
791,179,True,2006-06-01
792,179,True,2006-06-01
793,177,True,2006-06-01
794,177,True,2006-06-01
795,177,True,2006-06-01
796,177,True,2006-06-01
797,131,True,2006-06-01
798,131,True,2006-06-01
799,131,True,2006-06-01
800,131,True,2006-06-01
801,131,True,2006-06-01
802,138,True,2006-06-01
803,138,True,2006-06-01
804,138,True,2006-06-01
805,1,True,2006-06-01
806,1,True,2006-06-01
807,1,True,2006-06-01
808,145,True,2006-06-01
809,1,True,2006-06-01
810,1,True,2006-06-01
811,1,True,2006-06-01
812,1,True,2006-06-01
813,1,True,2006-06-01
814,1,True,2006-06-01
815,160,True,2006-06-01
816,160,True,2006-06-01
817,160,True,2006-06-01
818,160,True,2006-06-01
819,160,True,2006-06-01
820,160,True,2006-06-01
821,160,True,2006-06-01
822,1,True,2006-06-01
823,160,True,2006-06-01
824,160,True,2006-06-01
825,160,True,2006-06-01
826,160,True,2006-06-01
827,160,True,2006-06-01
828,160,True,2006-06-01
829,160,True,2006-06-01
830,1,True,2006-06-01
831,1,True,2006-06-01
832,1,True,2006-06-01
833,1,True,2006-06-01
834,1,True,2006-06-01
835,1,True,2006-06-01
836,1,True,2006-06-01
837,1,True,2006-06-01
838,1,True,2006-06-01
839,1,True,2006-06-01
840,1,True,2006-06-01
841,176,True,2006-06-01
842,1,True,2006-06-01
843,167,True,2006-06-01
844,172,True,2006-06-01
845,166,True,2006-06-01
846,156,True,2006-06-01
847,137,True,2006-06-01
848,153,True,2006-06-01
849,176,True,2006-06-01
850,176,True,2006-06-01
851,176,True,2006-06-01
852,1,True,2006-06-01
853,1,True,2006-06-01
854,1,True,2006-06-01
855,1,True,2006-06-01
856,1,True,2006-06-01
857,1,True,2006-06-01
858,1,True,2006-06-01
859,1,True,2006-06-01
860,1,True,2006-06-01
861,1,True,2006-06-01
862,1,True,2006-06-01
863,1,True,2006-06-01
864,1,True,2007-06-01
865,1,True,2007-06-01
866,1,True,2007-06-01
867,175,True,2007-06-01
868,175,True,2007-06-01
869,175,True,2007-06-01
870,159,True,2007-06-01
871,1,True,2007-06-01
872,158,True,2007-06-01
873,157,True,2007-06-01
874,1,True,2007-06-01
875,1,True,2007-06-01
876,1,True,2007-06-01
877,1,True,2007-06-01
878,1,True,2007-06-01
879,1,True,2007-06-01
880,1,True,2007-06-01
881,165,True,2007-06-01
882,165,True,2007-06-01
883,165,True,2007-06-01
884,165,True,2007-06-01
885,1,True,2007-06-01
886,141,True,2007-06-01
887,1,True,2007-06-01
888,1,True,2007-06-01
889,1,True,2007-06-01
890,1,True,2007-06-01
891,1,True,2007-06-01
892,1,True,2007-06-01
893,1,True,2007-06-01
894,154,True,2007-06-01
895,1,True,2007-06-01
896,1,True,2007-06-01
897,1,True,2007-06-01
898,1,True,2007-06-01
899,141,True,2007-06-01
900,141,True,2007-06-01
901,141,True,2007-06-01
902,141,True,2007-06-01
903,1,True,2007-06-01
904,1,True,2007-06-01
905,1,True,2007-06-01
906,1,True,2007-06-01
907,1,True,2007-06-01
908,149,True,2007-06-01
909,1,True,2007-06-01
910,1,True,2007-06-01
911,1,True,2007-06-01
912,1,True,2007-06-01
913,1,True,2007-06-01
914,1,True,2007-06-01
915,1,True,2007-06-01
916,1,True,2007-06-01
917,1,True,2007-06-01
918,1,True,2007-06-01
919,1,True,2007-06-01
920,1,True,2007-06-01
921,1,True,2007-06-01
922,1,True,2007-06-01
923,173,True,2007-06-01
924,1,True,2007-06-01
925,1,True,2007-06-01
926,1,True,2007-06-01
927,1,True,2007-06-01
928,1,True,2007-06-01
929,1,True,2007-06-01
930,146,True,2007-06-01
931,1,True,2007-06-01
932,1,True,2007-06-01
933,155,True,2007-06-01
934,1,True,2007-06-01
935,147,True,2007-06-01
936,147,True,2007-06-01
937,147,True,2007-06-01
938,135,True,2007-06-01
939,135,True,2007-06-01
940,135,True,2007-06-01
941,135,True,2007-06-01
942,1,True,2007-06-01
943,1,True,2007-06-01
944,1,True,2007-06-01
945,1,True,2007-06-01
946,1,True,2007-06-01
947,1,True,2007-06-01
948,1,True,2007-06-01
949,1,True,2007-06-01
950,1,True,2007-06-01
951,1,True,2007-06-01
952,150,True,2007-06-01
953,87,True,2007-06-01
954,99,True,2007-06-01
955,99,True,2007-06-01
956,99,True,2007-06-01
957,99,True,2007-06-01
958,87,True,2007-06-01
959,87,True,2007-06-01
960,87,True,2007-06-01
961,99,True,2007-06-01
962,99,True,2007-06-01
963,99,True,2007-06-01
964,99,True,2007-06-01
965,99,True,2007-06-01
966,87,True,2007-06-01
967,87,True,2007-06-01
968,87,True,2007-06-01
969,87,True,2007-06-01
970,87,True,2007-06-01
971,87,True,2007-06-01
972,87,True,2007-06-01
973,113,True,2007-06-01
974,113,True,2007-06-01
975,113,True,2007-06-01
976,113,True,2007-06-01
977,102,True,2007-06-01
978,87,True,2007-06-01
979,87,True,2007-06-01
980,80,True,2007-06-01
981,80,True,2007-06-01
982,80,True,2007-06-01
983,80,True,2007-06-01
984,1,True,2007-06-01
985,1,True,2007-06-01
986,1,True,2007-06-01
987,1,True,2007-06-01
988,1,True,2007-06-01
989,1,True,2007-06-01
990,1,True,2007-06-01
991,1,True,2007-06-01
992,1,True,2007-06-01
993,1,True,2007-06-01
994,1,True,2007-06-01
995,1,True,2007-06-01
996,1,True,2007-06-01
997,102,True,2007-06-01
998,102,True,2007-06-01
999,102,True,2007-06-01
