BillOfMaterialsID,ProductAssemblyID,ComponentID,StartDate,EndDate,UnitMeasureCode,BOMLevel,PerAssemblyQty,ModifiedDate
1617,680.0,492,2004-07-10,2004-09-08,OZ ,1,9.0,2004-09-08
1446,680.0,492,2004-09-09,,OZ ,2,8.0,2004-08-26
626,680.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
987,680.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
220,680.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
219,680.0,804,2004-04-04,,EA ,2,1.0,2004-03-21
776,706.0,324,2004-04-18,,EA ,2,2.0,2004-04-04
1999,706.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3482,706.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2709,706.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3215,706.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
777,706.0,493,2004-04-18,,OZ ,2,8.0,2004-04-04
778,706.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
1190,706.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
779,706.0,534,2004-06-06,,EA ,2,1.0,2004-05-23
360,706.0,804,2004-04-04,,EA ,2,1.0,2004-03-21
1453,717.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1887,717.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3459,717.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2547,717.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3196,717.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
771,717.0,493,2004-04-18,2004-06-17,OZ ,1,9.0,2004-06-17
636,717.0,493,2004-06-18,,OZ ,2,8.0,2004-06-04
637,717.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
993,717.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
232,717.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
231,717.0,804,2004-04-04,,EA ,2,1.0,2004-03-21
1449,718.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1883,718.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3455,718.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2689,718.0,327,2004-09-05,2004-11-04,EA ,1,2.0,2004-11-04
2543,718.0,327,2004-11-05,,EA ,2,1.0,2004-10-22
3192,718.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
628,718.0,493,2004-04-18,,OZ ,2,8.0,2004-04-04
629,718.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
989,718.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
224,718.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
223,718.0,804,2004-04-04,,EA ,2,1.0,2004-03-21
1450,719.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1884,719.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3456,719.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2544,719.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3193,719.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
770,719.0,493,2004-04-18,2004-06-17,OZ ,1,9.0,2004-06-17
630,719.0,493,2004-06-18,,OZ ,2,8.0,2004-06-04
631,719.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
990,719.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
226,719.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
225,719.0,804,2004-04-04,,EA ,2,1.0,2004-03-21
1451,720.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1885,720.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3457,720.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2545,720.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3194,720.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
632,720.0,493,2004-04-18,,OZ ,2,8.0,2004-04-04
633,720.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
1167,720.0,533,2004-06-26,2004-08-25,EA ,1,2.0,2004-08-25
991,720.0,533,2004-08-26,,EA ,2,1.0,2004-08-12
228,720.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
227,720.0,804,2004-04-04,,EA ,2,1.0,2004-03-21
1452,721.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1886,721.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3458,721.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2546,721.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3195,721.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
634,721.0,493,2004-04-18,,OZ ,2,8.0,2004-04-04
635,721.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
992,721.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
230,721.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
229,721.0,804,2004-04-04,,EA ,2,1.0,2004-03-21
1409,722.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1860,722.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3432,722.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2520,722.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3169,722.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
1411,722.0,492,2004-07-10,,OZ ,2,8.0,2004-06-26
585,722.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
1151,722.0,533,2004-06-26,2004-08-25,EA ,1,2.0,2004-08-25
966,722.0,533,2004-08-26,,EA ,2,1.0,2004-08-12
195,722.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
1410,722.0,802,2004-07-10,,EA ,2,1.0,2004-06-26
1412,723.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1861,723.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3433,723.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2521,723.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3170,723.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
1414,723.0,492,2004-07-10,,OZ ,2,8.0,2004-06-26
586,723.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
967,723.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
196,723.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
1413,723.0,802,2004-07-10,,EA ,2,1.0,2004-06-26
1602,724.0,324,2004-07-10,2004-09-08,EA ,1,3.0,2004-09-08
1415,724.0,324,2004-09-09,,EA ,2,2.0,2004-08-26
1862,724.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3434,724.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2522,724.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3171,724.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
1417,724.0,492,2004-07-10,,OZ ,2,8.0,2004-06-26
587,724.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
968,724.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
197,724.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
1416,724.0,802,2004-07-10,,EA ,2,1.0,2004-06-26
1418,725.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1863,725.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3435,725.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2675,725.0,327,2004-09-05,2004-11-04,EA ,1,2.0,2004-11-04
2523,725.0,327,2004-11-05,,EA ,2,1.0,2004-10-22
3172,725.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
588,725.0,493,2004-04-18,,OZ ,2,8.0,2004-04-04
589,725.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
969,725.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
198,725.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
1419,725.0,802,2004-07-10,,EA ,2,1.0,2004-06-26
1420,726.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1864,726.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3436,726.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2524,726.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3173,726.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
766,726.0,493,2004-04-18,2004-06-17,OZ ,1,9.0,2004-06-17
590,726.0,493,2004-06-18,,OZ ,2,8.0,2004-06-04
591,726.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
970,726.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
199,726.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
1421,726.0,802,2004-07-10,,EA ,2,1.0,2004-06-26
1422,727.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1865,727.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3437,727.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2525,727.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3174,727.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
592,727.0,493,2004-04-18,,OZ ,2,8.0,2004-04-04
593,727.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
1152,727.0,533,2004-06-26,2004-08-25,EA ,1,2.0,2004-08-25
971,727.0,533,2004-08-26,,EA ,2,1.0,2004-08-12
200,727.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
1423,727.0,802,2004-07-10,,EA ,2,1.0,2004-06-26
1603,728.0,324,2004-07-10,2004-09-08,EA ,1,3.0,2004-09-08
1424,728.0,324,2004-09-09,,EA ,2,2.0,2004-08-26
1866,728.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3438,728.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2526,728.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3175,728.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
594,728.0,493,2004-04-18,,OZ ,2,8.0,2004-04-04
595,728.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
972,728.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
201,728.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
1425,728.0,802,2004-07-10,,EA ,2,1.0,2004-06-26
1426,729.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1867,729.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3439,729.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2676,729.0,327,2004-09-05,2004-11-04,EA ,1,2.0,2004-11-04
2527,729.0,327,2004-11-05,,EA ,2,1.0,2004-10-22
3176,729.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
596,729.0,493,2004-04-18,,OZ ,2,8.0,2004-04-04
597,729.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
973,729.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
202,729.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
1427,729.0,802,2004-07-10,,EA ,2,1.0,2004-06-26
1428,730.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1868,730.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3440,730.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2528,730.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3177,730.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
767,730.0,493,2004-04-18,2004-06-17,OZ ,1,9.0,2004-06-17
598,730.0,493,2004-06-18,,OZ ,2,8.0,2004-06-04
599,730.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
974,730.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
203,730.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
1429,730.0,802,2004-07-10,,EA ,2,1.0,2004-06-26
1430,731.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1869,731.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3441,731.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2682,731.0,327,2004-09-05,2004-11-04,EA ,1,2.0,2004-11-04
2529,731.0,327,2004-11-05,,EA ,2,1.0,2004-10-22
3178,731.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
601,731.0,493,2004-04-18,,OZ ,2,8.0,2004-04-04
602,731.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
975,731.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
204,731.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
600,731.0,803,2004-04-18,,EA ,2,1.0,2004-04-04
1431,732.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1870,732.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3442,732.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2530,732.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3179,732.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
768,732.0,493,2004-04-18,2004-06-17,OZ ,1,9.0,2004-06-17
604,732.0,493,2004-06-18,,OZ ,2,8.0,2004-06-04
605,732.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
976,732.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
205,732.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
603,732.0,803,2004-04-18,,EA ,2,1.0,2004-04-04
1432,733.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1871,733.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3443,733.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2531,733.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3180,733.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
607,733.0,493,2004-04-18,,OZ ,2,8.0,2004-04-04
608,733.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
1160,733.0,533,2004-06-26,2004-08-25,EA ,1,2.0,2004-08-25
977,733.0,533,2004-08-26,,EA ,2,1.0,2004-08-12
206,733.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
606,733.0,803,2004-04-18,,EA ,2,1.0,2004-04-04
1611,734.0,324,2004-07-10,2004-09-08,EA ,1,3.0,2004-09-08
1433,734.0,324,2004-09-09,,EA ,2,2.0,2004-08-26
1872,734.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3444,734.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2532,734.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3181,734.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
610,734.0,493,2004-04-18,,OZ ,2,8.0,2004-04-04
611,734.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
978,734.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
207,734.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
609,734.0,803,2004-04-18,,EA ,2,1.0,2004-04-04
1434,735.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1873,735.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3445,735.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2683,735.0,327,2004-09-05,2004-11-04,EA ,1,2.0,2004-11-04
2533,735.0,327,2004-11-05,,EA ,2,1.0,2004-10-22
3182,735.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
613,735.0,493,2004-04-18,,OZ ,2,8.0,2004-04-04
614,735.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
979,735.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
208,735.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
612,735.0,803,2004-04-18,,EA ,2,1.0,2004-04-04
1400,736.0,324,2004-07-10,,EA ,2,2.0,2004-06-26
1857,736.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3429,736.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2517,736.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3166,736.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
1402,736.0,492,2004-07-10,,OZ ,2,8.0,2004-06-26
582,736.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
963,736.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
192,736.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
1401,736.0,802,2004-07-10,,EA ,2,1.0,2004-06-26
1600,737.0,324,2004-07-10,2004-09-08,EA ,1,3.0,2004-09-08
1403,737.0,324,2004-09-09,,EA ,2,2.0,2004-08-26
1858,737.0,325,2004-07-20,,EA ,2,2.0,2004-07-06
3430,737.0,326,2005-01-23,,EA ,2,1.0,2005-01-09
2518,737.0,327,2004-09-05,,EA ,2,1.0,2004-08-22
3167,737.0,399,2005-01-15,,EA ,2,1.0,2005-01-01
1405,737.0,492,2004-07-10,,OZ ,2,8.0,2004-06-26
583,737.0,532,2004-04-18,,EA ,2,4.0,2004-04-04
964,737.0,533,2004-06-26,,EA ,2,1.0,2004-06-12
193,737.0,534,2004-04-04,,EA ,2,1.0,2004-03-21
1404,737.0,802,2004-07-10,,EA ,2,1.0,2004-06-26
