ProductID,StartDate,EndDate,ListPrice,ModifiedDate
738,2007-07-01,,337.22,2007-06-10
739,2005-07-01,2006-06-30,1204.3248,2006-06-30
739,2006-07-01,2007-06-30,1240.4545,2007-06-30
739,2007-07-01,,1364.5,2007-06-10
740,2005-07-01,2006-06-30,1364.5,2006-06-30
741,2005-07-01,2006-06-30,1364.5,2006-06-30
742,2005-07-01,2006-06-30,1204.3248,2006-06-30
742,2006-07-01,2007-06-30,1240.4545,2007-06-30
742,2007-07-01,,1364.5,2007-06-10
743,2005-07-01,2006-06-30,1191.1739,2006-06-30
743,2006-07-01,2007-06-30,1226.9091,2007-06-30
743,2007-07-01,,1349.6,2007-06-10
744,2005-07-01,2006-06-30,1349.6,2006-06-30
745,2005-07-01,2006-06-30,1349.6,2006-06-30
746,2005-07-01,2006-06-30,1191.1739,2006-06-30
746,2006-07-01,2007-06-30,1226.9091,2007-06-30
746,2007-07-01,,1349.6,2007-06-10
747,2005-07-01,2006-06-30,1191.1739,2006-06-30
747,2006-07-01,2007-06-30,1226.9091,2007-06-30
747,2007-07-01,,1349.6,2007-06-10
748,2005-07-01,2006-06-30,1204.3248,2006-06-30
748,2006-07-01,2007-06-30,1240.4545,2007-06-30
748,2007-07-01,,1364.5,2007-06-10
749,2005-07-01,2006-06-30,3578.27,2006-06-30
750,2005-07-01,2006-06-30,3578.27,2006-06-30
751,2005-07-01,2006-06-30,3578.27,2006-06-30
752,2005-07-01,2006-06-30,3578.27,2006-06-30
753,2005-07-01,2006-06-30,3578.27,2006-06-30
754,2005-07-01,2006-06-30,1457.99,2006-06-30
755,2005-07-01,2006-06-30,1457.99,2006-06-30
756,2005-07-01,2006-06-30,1457.99,2006-06-30
757,2005-07-01,2006-06-30,1457.99,2006-06-30
758,2005-07-01,2006-06-30,1457.99,2006-06-30
759,2005-07-01,2006-06-30,699.0982,2006-06-30
759,2006-07-01,2007-06-30,782.99,2007-06-30
760,2005-07-01,2006-06-30,699.0982,2006-06-30
760,2006-07-01,2007-06-30,782.99,2007-06-30
761,2005-07-01,2006-06-30,699.0982,2006-06-30
761,2006-07-01,2007-06-30,782.99,2007-06-30
762,2005-07-01,2006-06-30,699.0982,2006-06-30
762,2006-07-01,2007-06-30,782.99,2007-06-30
763,2005-07-01,2006-06-30,699.0982,2006-06-30
763,2006-07-01,2007-06-30,782.99,2007-06-30
764,2005-07-01,2006-06-30,699.0982,2006-06-30
764,2006-07-01,2007-06-30,782.99,2007-06-30
765,2005-07-01,2006-06-30,699.0982,2006-06-30
765,2006-07-01,2007-06-30,782.99,2007-06-30
766,2005-07-01,2006-06-30,699.0982,2006-06-30
766,2006-07-01,2007-06-30,782.99,2007-06-30
767,2005-07-01,2006-06-30,699.0982,2006-06-30
767,2006-07-01,2007-06-30,782.99,2007-06-30
768,2005-07-01,2006-06-30,699.0982,2006-06-30
768,2006-07-01,2007-06-30,782.99,2007-06-30
769,2005-07-01,2006-06-30,699.0982,2006-06-30
769,2006-07-01,2007-06-30,782.99,2007-06-30
770,2005-07-01,2006-06-30,699.0982,2006-06-30
770,2006-07-01,2007-06-30,782.99,2007-06-30
771,2005-07-01,2006-06-30,3399.99,2006-06-30
772,2005-07-01,2006-06-30,3399.99,2006-06-30
773,2005-07-01,2006-06-30,3399.99,2006-06-30
774,2005-07-01,2006-06-30,3399.99,2006-06-30
775,2005-07-01,2006-06-30,3374.99,2006-06-30
776,2005-07-01,2006-06-30,3374.99,2006-06-30
777,2005-07-01,2006-06-30,3374.99,2006-06-30
778,2005-07-01,2006-06-30,3374.99,2006-06-30
779,2006-07-01,2007-06-30,2071.4196,2007-06-30
779,2007-07-01,,2319.99,2007-06-10
780,2006-07-01,2007-06-30,2071.4196,2007-06-30
780,2007-07-01,,2319.99,2007-06-10
781,2006-07-01,2007-06-30,2071.4196,2007-06-30
781,2007-07-01,,2319.99,2007-06-10
782,2006-07-01,2007-06-30,2049.0982,2007-06-30
782,2007-07-01,,2294.99,2007-06-10
783,2006-07-01,2007-06-30,2049.0982,2007-06-30
783,2007-07-01,,2294.99,2007-06-10
784,2006-07-01,2007-06-30,2049.0982,2007-06-30
784,2007-07-01,,2294.99,2007-06-10
785,2006-07-01,2007-06-30,1079.99,2007-06-30
786,2006-07-01,2007-06-30,1079.99,2007-06-30
787,2006-07-01,2007-06-30,1079.99,2007-06-30
788,2006-07-01,2007-06-30,1079.99,2007-06-30
789,2006-07-01,2007-06-30,2443.35,2007-06-30
790,2006-07-01,2007-06-30,2443.35,2007-06-30
791,2006-07-01,2007-06-30,2443.35,2007-06-30
792,2006-07-01,2007-06-30,2181.5625,2007-06-30
792,2007-07-01,,2443.35,2007-06-10
793,2006-07-01,2007-06-30,2181.5625,2007-06-30
793,2007-07-01,,2443.35,2007-06-10
794,2006-07-01,2007-06-30,2181.5625,2007-06-30
794,2007-07-01,,2443.35,2007-06-10
795,2006-07-01,2007-06-30,2181.5625,2007-06-30
795,2007-07-01,,2443.35,2007-06-10
796,2006-07-01,2007-06-30,2181.5625,2007-06-30
796,2007-07-01,,2443.35,2007-06-10
797,2006-07-01,2007-06-30,1000.4375,2007-06-30
797,2007-07-01,,1120.49,2007-06-10
798,2006-07-01,2007-06-30,1000.4375,2007-06-30
798,2007-07-01,,1120.49,2007-06-10
799,2006-07-01,2007-06-30,1000.4375,2007-06-30
799,2007-07-01,,1120.49,2007-06-10
800,2006-07-01,2007-06-30,1000.4375,2007-06-30
800,2007-07-01,,1120.49,2007-06-10
801,2006-07-01,2007-06-30,1000.4375,2007-06-30
801,2007-07-01,,1120.49,2007-06-10
802,2006-07-01,2007-06-30,148.22,2007-06-30
803,2006-07-01,2007-06-30,175.49,2007-06-30
804,2006-07-01,2007-06-30,229.49,2007-06-30
805,2006-07-01,2007-06-30,34.2,2007-06-30
806,2006-07-01,2007-06-30,102.29,2007-06-30
807,2006-07-01,2007-06-30,124.73,2007-06-30
808,2006-07-01,2007-06-30,40.4909,2007-06-30
808,2007-07-01,,44.54,2007-06-10
809,2006-07-01,2007-06-30,56.2909,2007-06-30
809,2007-07-01,,61.92,2007-06-10
810,2006-07-01,2007-06-30,109.3364,2007-06-30
810,2007-07-01,,120.27,2007-06-10
811,2006-07-01,2007-06-30,40.4909,2007-06-30
811,2007-07-01,,44.54,2007-06-10
812,2006-07-01,2007-06-30,56.2909,2007-06-30
812,2007-07-01,,61.92,2007-06-10
813,2006-07-01,2007-06-30,109.3364,2007-06-30
813,2007-07-01,,120.27,2007-06-10
814,2006-07-01,2007-06-30,348.76,2007-06-30
815,2006-07-01,2007-06-30,60.745,2007-06-30
816,2006-07-01,2007-06-30,209.025,2007-06-30
817,2006-07-01,2007-06-30,300.215,2007-06-30
818,2006-07-01,2007-06-30,85.565,2007-06-30
819,2006-07-01,2007-06-30,248.385,2007-06-30
820,2006-07-01,2007-06-30,330.06,2007-06-30
821,2006-07-01,2007-06-30,218.01,2007-06-30
822,2006-07-01,2007-06-30,540.7545,2007-06-30
822,2007-07-01,,594.83,2007-06-10
823,2006-07-01,2007-06-30,87.745,2007-06-30
824,2006-07-01,2007-06-30,236.025,2007-06-30
825,2006-07-01,2007-06-30,327.215,2007-06-30
826,2006-07-01,2007-06-30,112.565,2007-06-30
827,2006-07-01,2007-06-30,275.385,2007-06-30
828,2006-07-01,2007-06-30,357.06,2007-06-30
829,2006-07-01,2007-06-30,245.01,2007-06-30
830,2006-07-01,2007-06-30,348.76,2007-06-30
831,2006-07-01,2007-06-30,348.76,2007-06-30
832,2006-07-01,2007-06-30,348.76,2007-06-30
833,2006-07-01,2007-06-30,540.7545,2007-06-30
833,2007-07-01,,594.83,2007-06-10
834,2006-07-01,2007-06-30,540.7545,2007-06-30
834,2007-07-01,,594.83,2007-06-10
835,2006-07-01,2007-06-30,540.7545,2007-06-30
835,2007-07-01,,594.83,2007-06-10
836,2006-07-01,2007-06-30,540.7545,2007-06-30
836,2007-07-01,,594.83,2007-06-10
837,2006-07-01,2007-06-30,1301.3636,2007-06-30
837,2007-07-01,,1431.5,2007-06-10
838,2006-07-01,2007-06-30,1301.3636,2007-06-30
838,2007-07-01,,1431.5,2007-06-10
839,2006-07-01,2007-06-30,1301.3636,2007-06-30
839,2007-07-01,,1431.5,2007-06-10
840,2006-07-01,2007-06-30,1301.3636,2007-06-30
840,2007-07-01,,1431.5,2007-06-10
841,2006-07-01,2007-06-30,59.99,2007-06-30
842,2006-07-01,2007-06-30,125.0,2007-06-30
843,2006-07-01,2007-06-30,25.0,2007-06-30
844,2006-07-01,2007-06-30,19.99,2007-06-30
845,2006-07-01,2007-06-30,24.99,2007-06-30
846,2006-07-01,2007-06-30,13.99,2007-06-30
847,2006-07-01,2007-06-30,34.99,2007-06-30
848,2006-07-01,2007-06-30,44.99,2007-06-30
849,2006-07-01,2007-06-30,59.99,2007-06-30
850,2006-07-01,2007-06-30,59.99,2007-06-30
851,2006-07-01,2007-06-30,59.99,2007-06-30
852,2006-07-01,2007-06-30,74.99,2007-06-30
853,2006-07-01,2007-06-30,74.99,2007-06-30
854,2006-07-01,2007-06-30,74.99,2007-06-30
855,2006-07-01,2007-06-30,89.99,2007-06-30
856,2006-07-01,2007-06-30,89.99,2007-06-30
857,2006-07-01,2007-06-30,89.99,2007-06-30
858,2006-07-01,2007-06-30,23.5481,2007-06-30
858,2007-07-01,,24.49,2007-06-10
859,2006-07-01,2007-06-30,23.5481,2007-06-30
859,2007-07-01,,24.49,2007-06-10
860,2006-07-01,2007-06-30,23.5481,2007-06-30
860,2007-07-01,,24.49,2007-06-10
861,2006-07-01,2007-06-30,37.99,2007-06-30
862,2006-07-01,2007-06-30,37.99,2007-06-30
863,2006-07-01,2007-06-30,37.99,2007-06-30
864,2007-07-01,,63.5,2007-06-10
865,2007-07-01,,63.5,2007-06-10
866,2007-07-01,,63.5,2007-06-10
867,2007-07-01,,69.99,2007-06-10
868,2007-07-01,,69.99,2007-06-10
869,2007-07-01,,69.99,2007-06-10
870,2007-07-01,,4.99,2007-06-10
871,2007-07-01,,9.99,2007-06-10
872,2007-07-01,,8.99,2007-06-10
873,2007-07-01,,2.29,2007-06-10
874,2007-07-01,,8.99,2007-06-10
875,2007-07-01,,8.99,2007-06-10
876,2007-07-01,,120.0,2007-06-10
877,2007-07-01,,7.95,2007-06-10
878,2007-07-01,,21.98,2007-06-10
879,2007-07-01,,159.0,2007-06-10
880,2007-07-01,,54.99,2007-06-10
881,2007-07-01,,53.99,2007-06-10
882,2007-07-01,,53.99,2007-06-10
883,2007-07-01,,53.99,2007-06-10
884,2007-07-01,,53.99,2007-06-10
885,2007-07-01,,1003.91,2007-06-10
886,2007-07-01,,333.42,2007-06-10
887,2007-07-01,,1003.91,2007-06-10
888,2007-07-01,,1003.91,2007-06-10
889,2007-07-01,,1003.91,2007-06-10
890,2007-07-01,,1003.91,2007-06-10
891,2007-07-01,,1003.91,2007-06-10
892,2007-07-01,,1003.91,2007-06-10
893,2007-07-01,,1003.91,2007-06-10
894,2007-07-01,,121.46,2007-06-10
895,2007-07-01,,333.42,2007-06-10
896,2007-07-01,,333.42,2007-06-10
897,2007-07-01,,333.42,2007-06-10
898,2007-07-01,,333.42,2007-06-10
899,2007-07-01,,333.42,2007-06-10
900,2007-07-01,,333.42,2007-06-10
901,2007-07-01,,333.42,2007-06-10
902,2007-07-01,,333.42,2007-06-10
903,2007-07-01,,333.42,2007-06-10
904,2007-07-01,,364.09,2007-06-10
905,2007-07-01,,364.09,2007-06-10
906,2007-07-01,,364.09,2007-06-10
907,2007-07-01,,106.5,2007-06-10
908,2007-07-01,,27.12,2007-06-10
909,2007-07-01,,39.14,2007-06-10
910,2007-07-01,,52.64,2007-06-10
911,2007-07-01,,27.12,2007-06-10
912,2007-07-01,,39.14,2007-06-10
913,2007-07-01,,52.64,2007-06-10
914,2007-07-01,,27.12,2007-06-10
915,2007-07-01,,39.14,2007-06-10
916,2007-07-01,,52.64,2007-06-10
917,2007-07-01,,264.05,2007-06-10
918,2007-07-01,,264.05,2007-06-10
919,2007-07-01,,264.05,2007-06-10
920,2007-07-01,,264.05,2007-06-10
921,2007-07-01,,4.99,2007-06-10
922,2007-07-01,,3.99,2007-06-10
923,2007-07-01,,4.99,2007-06-10
924,2007-07-01,,249.79,2007-06-10
925,2007-07-01,,249.79,2007-06-10
926,2007-07-01,,249.79,2007-06-10
927,2007-07-01,,249.79,2007-06-10
928,2007-07-01,,24.99,2007-06-10
929,2007-07-01,,29.99,2007-06-10
930,2007-07-01,,35.0,2007-06-10
931,2007-07-01,,21.49,2007-06-10
932,2007-07-01,,24.99,2007-06-10
933,2007-07-01,,32.6,2007-06-10
934,2007-07-01,,28.99,2007-06-10
935,2007-07-01,,40.49,2007-06-10
936,2007-07-01,,62.09,2007-06-10
937,2007-07-01,,80.99,2007-06-10
938,2007-07-01,,40.49,2007-06-10
939,2007-07-01,,62.09,2007-06-10
940,2007-07-01,,80.99,2007-06-10
941,2007-07-01,,80.99,2007-06-10
942,2007-07-01,,364.09,2007-06-10
943,2007-07-01,,249.79,2007-06-10
944,2007-07-01,,264.05,2007-06-10
945,2007-07-01,,91.49,2007-06-10
946,2007-07-01,,46.09,2007-06-10
947,2007-07-01,,91.57,2007-06-10
948,2007-07-01,,106.5,2007-06-10
949,2007-07-01,,175.49,2007-06-10
950,2007-07-01,,256.49,2007-06-10
951,2007-07-01,,404.99,2007-06-10
952,2007-07-01,,20.24,2007-06-10
953,2007-07-01,,1214.85,2007-06-10
954,2007-07-01,,2384.07,2007-06-10
955,2007-07-01,,2384.07,2007-06-10
956,2007-07-01,,2384.07,2007-06-10
957,2007-07-01,,2384.07,2007-06-10
958,2007-07-01,,742.35,2007-06-10
959,2007-07-01,,742.35,2007-06-10
960,2007-07-01,,742.35,2007-06-10
961,2007-07-01,,742.35,2007-06-10
962,2007-07-01,,742.35,2007-06-10
963,2007-07-01,,742.35,2007-06-10
964,2007-07-01,,742.35,2007-06-10
965,2007-07-01,,742.35,2007-06-10
966,2007-07-01,,2384.07,2007-06-10
967,2007-07-01,,2384.07,2007-06-10
968,2007-07-01,,2384.07,2007-06-10
969,2007-07-01,,2384.07,2007-06-10
970,2007-07-01,,1214.85,2007-06-10
971,2007-07-01,,1214.85,2007-06-10
972,2007-07-01,,1214.85,2007-06-10
973,2007-07-01,,1700.99,2007-06-10
974,2007-07-01,,1700.99,2007-06-10
975,2007-07-01,,1700.99,2007-06-10
976,2007-07-01,,1700.99,2007-06-10
977,2007-07-01,,539.99,2007-06-10
978,2007-07-01,,742.35,2007-06-10
979,2007-07-01,,742.35,2007-06-10
980,2007-07-01,,769.49,2007-06-10
981,2007-07-01,,769.49,2007-06-10
982,2007-07-01,,769.49,2007-06-10
983,2007-07-01,,769.49,2007-06-10
984,2007-07-01,,564.99,2007-06-10
985,2007-07-01,,564.99,2007-06-10
986,2007-07-01,,564.99,2007-06-10
987,2007-07-01,,564.99,2007-06-10
988,2007-07-01,,564.99,2007-06-10
989,2007-07-01,,539.99,2007-06-10
990,2007-07-01,,539.99,2007-06-10
991,2007-07-01,,539.99,2007-06-10
992,2007-07-01,,539.99,2007-06-10
993,2007-07-01,,539.99,2007-06-10
994,2007-07-01,,53.99,2007-06-10
995,2007-07-01,,101.24,2007-06-10
996,2007-07-01,,121.49,2007-06-10
997,2007-07-01,,539.99,2007-06-10
998,2007-07-01,,539.99,2007-06-10
999,2007-07-01,,539.99,2007-06-10
