,Customer ID,Annual Income,Maximum Open Credit,Current Credit Balance,Monthly Debt,Current Loan Amount,Number of Open Accounts,Credit Score,Term,Home Ownership,Credit Losses Probability
42,23bb03ea-cee4-420f-aae0-5a99e05c62a6,,466532.0,165186.0,14301.3,325754.0,11.0,,Short Term,Home Mortgage,0.17845865858063012
43,4aec62aa-c53f-4779-9535-c5f9d3925976,,1868768.0,356687.0,32314.25,651354.0,21.0,,Short Term,Home Mortgage,0.16629680244197012
44,cef6a8aa-4821-4e14-a03e-75c2f1490049,855342.0,224840.0,110884.0,9194.86,262108.0,5.0,733.0,Short Term,Rent,0.23143428524584603
45,67a35b69-620c-4498-8325-cd9bd20c33c3,,241890.0,126179.0,5101.12,310376.0,10.0,,Short Term,Rent,0.21786563773574222
46,75a48dbf-05c4-4ef4-bbe1-1a54a52b2d39,,847066.0,321898.0,21998.58,429616.0,12.0,,Short Term,Home Mortgage,0.18433049005856791
47,6bdae209-f82f-4c2d-9be3-17af444c5b44,1164225.0,797170.0,258172.0,14746.66,414744.0,17.0,706.0,Short Term,Rent,0.2292621081979514
48,5ef6d424-eada-4bab-8904-4f7f26523c92,2504504.0,187594.0,130264.0,14818.48,654126.0,7.0,646.0,Long Term,Home Mortgage,0.21258223069539883
49,395a76dd-8ad0-45fb-ae56-bd848e300352,1790807.0,382910.0,81358.0,24026.64,539990.0,13.0,682.0,Long Term,Home Mortgage,0.26396279009501317
50,8f36428b-2b8d-4fed-8e35-5d8a92c7cc8f,,3272720.0,658559.0,30122.6,531476.0,26.0,,Short Term,Home Mortgage,0.19199462038475992
51,5b064f68-e99a-4597-80c7-2f2ac4ebea9a,683183.0,554488.0,136952.0,16453.24,316426.0,10.0,717.0,Long Term,Rent,0.3641467150013703
52,da4fd425-7d45-4c5f-96ed-7930a056e45b,1042511.0,386496.0,232655.0,22240.45,473902.0,7.0,713.0,Long Term,Home Mortgage,0.32991827218612696
53,d3790b57-80e5-45f7-8b4f-81baa72e1df1,1195898.0,167618.0,94677.0,11759.86,223344.0,7.0,716.0,Short Term,Rent,0.21591244573851867
54,a0b2bc45-742c-441b-858e-5acbaab04147,1796165.0,925760.0,510093.0,36821.24,766238.0,10.0,649.0,Long Term,Rent,0.3672308519025581
55,5e374d0a-a7cd-4ea6-8814-00043ea61aa1,1017279.0,218064.0,115444.0,14496.24,471152.0,7.0,688.0,Long Term,Rent,0.3857892076227994
56,ef9ddefc-a550-4245-a80f-822911c31d1f,2647308.0,2337082.0,137256.0,45666.12,563486.0,26.0,747.0,Short Term,Rent,0.08586287650093472
57,746fc09f-1ef1-4083-9a2a-251d3e6608fa,2088328.0,451044.0,155800.0,22275.41,219824.0,13.0,702.0,Long Term,Home Mortgage,0.19710740970549423
58,4d1fef0f-293c-4090-92be-a7fc30b34cee,4872778.0,1081740.0,155078.0,30130.01,304986.0,13.0,674.0,Long Term,Rent,0.14406042186888215
59,659b0c70-c16a-4e27-89cc-4843cf8e56ac,806170.0,653026.0,226708.0,15135.78,105666.0,10.0,742.0,Long Term,Home Mortgage,0.26012000947445213
60,f55ee079-2735-4de0-838f-6f906e876def,,482966.0,333678.0,7824.39,346412.0,10.0,,Short Term,Home Mortgage,0.1881287928706896
61,866ee209-7187-4290-a21c-57dcd80d89fc,1403492.0,149138.0,16492.0,30525.78,253506.0,19.0,733.0,Long Term,Rent,0.36655692708091503
62,cb67a8b2-2616-42a2-b01c-9fc091cf3a13,1137492.0,109692.0,70205.0,3564.21,170126.0,5.0,712.0,Short Term,Rent,0.20055300908742574
63,477c70fa-2b8f-4003-9bf1-d5591504dcd0,2205425.0,1084314.0,668629.0,38447.83,134398.0,15.0,746.0,Short Term,Own Home,0.14375017270869875
64,9813f700-2aa9-4d58-989f-6c6a7f7335f3,956365.0,1101562.0,384351.0,26618.81,442948.0,17.0,719.0,Long Term,Rent,0.3642731392253212
65,8de92ad9-0cd0-49e4-b0fe-ed393b995c20,2429815.0,507782.0,189449.0,14781.43,142868.0,15.0,740.0,Short Term,Rent,0.11682327601820645
66,7ec274f2-b527-4979-984a-6d8ada586d57,926345.0,571010.0,356554.0,13895.27,332508.0,9.0,707.0,Short Term,Home Mortgage,0.21428587935565652
67,4ef48201-a369-4338-b82e-804bbf936c8c,1164396.0,321156.0,168074.0,13390.63,235950.0,7.0,726.0,Short Term,Own Home,0.18961071239203559
68,1dd6d4cc-f990-4ba9-9fc7-e549b64e2165,1487776.0,1047706.0,387277.0,10067.15,290708.0,9.0,744.0,Short Term,Rent,0.14495044382595743
69,15980a3b-7446-4a31-a41f-2daa13b1b368,995714.0,371184.0,218614.0,13939.92,153714.0,8.0,740.0,Short Term,Home Mortgage,0.18151057614364197
70,d2cab0de-87cb-4341-9d18-20b6a069614d,1273133.0,339086.0,84930.0,28433.5,69366.0,11.0,731.0,Short Term,Rent,0.2094904430696436
71,bd45417d-ddfb-41e2-a2b3-1d194b3e9775,1316434.0,2151556.0,354920.0,4377.22,108878.0,18.0,751.0,Short Term,Home Mortgage,0.08567081063225564
72,cf7843b1-70dd-4983-8d3b-389edbb4a335,948062.0,527912.0,358359.0,22121.32,288068.0,13.0,685.0,Long Term,Rent,0.41743732234193065
73,eb7d366d-d124-4756-8e61-7996e948a068,1159266.0,1022318.0,448514.0,20287.25,447436.0,17.0,722.0,Long Term,Home Mortgage,0.293119588979696
74,7e5e0b4e-b7fe-4a1b-8a02-e45449fdccdf,1116440.0,731368.0,431414.0,14792.83,401192.0,9.0,721.0,Short Term,Rent,0.23714958430134642
75,44504b6f-f041-48da-826b-1fcd71ada40a,,117260.0,54986.0,8257.21,165440.0,7.0,,Short Term,Home Mortgage,0.16593654065723176
76,8248911f-1a7b-442c-aada-85dfcb6cd9e1,967955.0,311608.0,143697.0,14519.42,168124.0,18.0,711.0,Short Term,Rent,0.2657920280941179
77,52c65ac6-66ec-41b2-97de-51195446fc46,3503106.0,303226.0,133817.0,7590.12,306460.0,9.0,652.0,Long Term,Rent,0.17631782822535003
78,0dfab644-1eb7-4b17-85bc-403633674687,3783660.0,948464.0,579937.0,25508.07,657162.0,14.0,740.0,Short Term,Home Mortgage,0.11397317722236372
79,f25cc8c7-a39e-48e2-a5b1-6925f9a43582,627722.0,1881462.0,211242.0,9959.99,314072.0,11.0,748.0,Short Term,Rent,0.13990875767670874
80,5dfd5741-4ff1-444c-800b-0c588483128a,2581663.0,3033580.0,1137036.0,46469.82,763686.0,15.0,740.0,Long Term,Rent,0.21856567868859175
81,13f957c2-8e44-42d0-a2bb-f743a3acdd55,1516808.0,254584.0,196992.0,22246.53,526900.0,7.0,667.0,Long Term,Rent,0.3684118879135018
82,13a01f7f-e356-4b65-9b6e-4fe9e9779791,1520608.0,213510.0,133133.0,17613.76,330132.0,15.0,743.0,Short Term,Rent,0.22239834018673602
83,5835fba3-adde-4544-9d71-821b598da528,,1069992.0,721715.0,50060.44,774928.0,11.0,,Short Term,Home Mortgage,0.2737758759136937
84,b522e2f3-2e4c-48a0-8b68-71ac3f22df98,,949388.0,563293.0,30020.95,531124.0,22.0,,Long Term,Home Mortgage,0.3681965691203772
85,e365ef81-c062-4c2c-b21a-c8b90e84b3fe,,525602.0,304133.0,15030.33,292072.0,10.0,,Short Term,Home Mortgage,0.18641634369207308
86,2ed5467e-f5ee-4a35-8b86-2df1390672c4,1132590.0,917180.0,298623.0,8230.23,309276.0,5.0,746.0,Short Term,Rent,0.1603646439553984
87,9efee5e3-cac0-4e68-8e38-9b0e83e5e50c,1394790.0,529386.0,160474.0,29290.59,107668.0,10.0,747.0,Short Term,Home Mortgage,0.15104485199122158
88,2041dcbb-2702-42aa-97dd-ca0c211ffe1e,909606.0,1201288.0,589285.0,16145.63,268906.0,11.0,738.0,Short Term,Rent,0.21623654661975084
89,64a5ce53-f0cf-41f9-b338-5ad3fe0056b4,,193182.0,97774.0,3239.69,62172.0,11.0,,Short Term,Rent,0.19587033465585146
90,ebc1af23-93ec-40d6-8f05-d993bc96b992,1234962.0,958606.0,466108.0,26757.7,156398.0,21.0,716.0,Short Term,Home Mortgage,0.19489744460811148
91,a68ab034-8859-456c-aa4a-b2ccf80eee6e,839838.0,176858.0,127699.0,15047.24,44198.0,7.0,717.0,Long Term,Home Mortgage,0.29421104026296757
92,34505802-ae5a-4644-8d74-d3683cd8f50f,1888410.0,602822.0,97869.0,10543.48,765314.0,11.0,690.0,Long Term,Home Mortgage,0.21003627988751783
93,5605bbbb-3173-401f-8c79-6597bb89ad2b,580260.0,685740.0,79363.0,4506.61,232364.0,5.0,742.0,Short Term,Home Mortgage,0.15171438985637592
94,6d8b52bc-ace0-407b-be61-317de1f51e98,847400.0,102520.0,80750.0,14405.61,141724.0,8.0,715.0,Short Term,Rent,0.25577831543877555
95,b59c8e26-816b-4ba2-a370-ad58e10cfdf4,,202708.0,85424.0,10221.43,180356.0,7.0,,Short Term,Home Mortgage,0.16571130669251247
96,06224fbc-aade-429e-96ea-7cada56ec5ed,1346891.0,227348.0,170221.0,19529.91,111408.0,13.0,736.0,Short Term,Rent,0.2209509375553396
97,ba3d1f80-2633-43ec-a688-1df4ba345bb0,660079.0,380050.0,231401.0,7810.9,161854.0,9.0,701.0,Short Term,Home Mortgage,0.21679117924776298
98,7751a8b5-56a0-44c4-846a-2ee44c0665a6,832428.0,123288.0,30552.0,15677.28,145046.0,6.0,730.0,Short Term,Rent,0.23740765987935933
99,6eac263a-b31a-4959-8872-e85965f8c201,,552970.0,209171.0,9332.23,272976.0,18.0,,Long Term,Home Mortgage,0.2727723047010534
100,80a7033a-101f-481c-9535-0a37dcb0bda5,454214.0,32428.0,3553.0,1059.82,61358.0,3.0,746.0,Short Term,Rent,0.23090720484560845
101,0273d827-7339-45fd-9ee8-494835ddfd88,,358776.0,117439.0,7908.56,152196.0,10.0,,Short Term,Rent,0.19397139095703383
102,1878b872-77e7-4778-8de9-dda72a9b494d,,346720.0,186257.0,7376.37,313676.0,14.0,,Long Term,Home Mortgage,0.2826200451661371
103,f4e5fa2d-cc54-4b3d-bfe2-3e04616ce481,1357531.0,1188792.0,763857.0,21946.9,293436.0,7.0,730.0,Short Term,Rent,0.20502540795161076
104,a95bb35b-e918-45de-a282-0afcda421a95,2959136.0,1143274.0,786942.0,47099.48,773696.0,9.0,697.0,Long Term,Home Mortgage,0.20661318077295532
105,6f7e54ce-145b-4316-857c-4ed12f28e185,1214746.0,448404.0,175427.0,19840.94,129844.0,11.0,727.0,Short Term,Home Mortgage,0.169405858164978
106,bfd757dd-9b62-4daf-829c-23e803c92ddf,1177848.0,494538.0,276754.0,14173.24,211156.0,7.0,717.0,Long Term,Home Mortgage,0.2583826883595851
107,815fa30f-7175-46e3-b4ad-488c2066ecea,619609.0,188452.0,107730.0,17504.13,224202.0,14.0,699.0,Short Term,Rent,0.31821487260785464
108,329fc9d0-fd43-427d-babb-7ca78a6b0832,,567842.0,93176.0,5122.02,150942.0,8.0,,Short Term,Home Mortgage,0.1296615998619698
109,f146a5b4-f207-4f86-95e8-f7e0be6cdfdc,1593036.0,740432.0,473214.0,29736.71,442706.0,19.0,648.0,Long Term,Home Mortgage,0.3459441227191561
110,7d15886f-9bb0-4efe-b182-8e1c0541a36d,1458136.0,627990.0,363375.0,6938.23,403700.0,8.0,673.0,Long Term,Rent,0.3036721375468362
111,f8b00641-0b8c-424b-bd2e-ebedd4b65705,752248.0,311366.0,95456.0,10324.6,217756.0,10.0,738.0,Long Term,Rent,0.3479832455910484
112,90192efd-bec5-4f45-b360-a574b3410d33,1483881.0,606210.0,65968.0,15086.19,309276.0,15.0,749.0,Short Term,Rent,0.1680319943895878
113,e2e348a4-0f25-40eb-bdb1-6a1fbd82fe69,1209977.0,1030942.0,600096.0,30451.11,404734.0,24.0,657.0,Long Term,Home Mortgage,0.37196689335902605
114,1bfb21be-06e8-4ee6-8987-85a7f5b742f7,2683579.0,167376.0,109003.0,31308.39,260744.0,14.0,704.0,Long Term,Home Mortgage,0.1898381734587181
115,d706cc64-1ccd-4e69-8c71-1d12085cd3c9,1896390.0,195558.0,75487.0,19912.19,490226.0,7.0,664.0,Long Term,Home Mortgage,0.24857073483164188
116,e397c739-71af-4bc4-b019-5afd1ef6cb7b,794656.0,880396.0,419710.0,12714.42,328614.0,13.0,707.0,Short Term,Home Mortgage,0.21059337885545998
117,fea633cd-8101-43e8-ac99-0af327054a6e,1874920.0,312510.0,159239.0,10452.66,309276.0,5.0,712.0,Short Term,Rent,0.1554942248181691
118,f5ab66a2-997f-441e-b438-1f9494b2e437,1550362.0,963204.0,772806.0,29844.63,54736.0,12.0,707.0,Short Term,Home Mortgage,0.18461601955290632
119,c9ed627f-51a7-40b5-8169-b21f338b6e40,310783.0,244750.0,30438.0,388.55,71962.0,7.0,743.0,Short Term,Rent,0.23537454296455787
120,363f9cea-f5a0-4ba4-8ffd-fb10f7b5d116,,258874.0,210615.0,13863.73,180026.0,11.0,,Short Term,Rent,0.23480345167929342
121,fcf86f9c-f2c9-438b-a0d7-2717887879c2,,449768.0,257925.0,16335.25,324632.0,10.0,,Short Term,Rent,0.23546523149049672
122,4034c5b1-11c0-4d45-a542-164416236cbb,1137606.0,504680.0,144704.0,6598.13,120736.0,14.0,725.0,Short Term,Rent,0.19123779705647093
123,43c8c7b4-5392-4227-94cc-5af0d01a4dc4,782686.0,250580.0,66006.0,13892.61,309276.0,12.0,675.0,Short Term,Rent,0.2874364673318592
124,7b2ad308-7840-4b2e-8a6b-db9611df99fa,,158092.0,110580.0,16203.58,259908.0,7.0,,Short Term,Home Mortgage,0.18874446285089636
125,cb3329df-10b5-4b88-a8eb-deee67d4c455,661808.0,455510.0,323380.0,14725.19,309276.0,18.0,721.0,Short Term,Home Mortgage,0.27321224880070727
126,ac8077f4-8ca5-4af2-a3be-c55e78d47995,1995399.0,399278.0,300694.0,31261.08,539836.0,9.0,720.0,Long Term,Rent,0.3164311584185858
127,e29ee278-b15a-4122-bdb9-65af0b548ea8,,1695628.0,386612.0,26183.9,518804.0,15.0,,Short Term,Home Mortgage,0.14032599531584816
128,46ce638b-3e16-4e4f-b1c4-cc0cd5493179,775276.0,646844.0,334628.0,14536.52,309276.0,15.0,728.0,Short Term,Rent,0.2744086310202366
129,679f6365-5aa2-4833-90a3-93e949fd436d,2406825.0,1067792.0,580963.0,22463.7,309276.0,10.0,742.0,Short Term,Home Mortgage,0.0985484230122371
130,eb20a422-46f5-4233-be45-77706fff8909,1773517.0,1582548.0,692949.0,36061.62,468754.0,8.0,746.0,Short Term,Home Mortgage,0.127112428120195
131,5b461fe7-2275-45c6-805e-32392e0d2aba,,876678.0,338428.0,11365.8,430628.0,7.0,,Short Term,Home Mortgage,0.15579241678581912
132,1df86adb-1434-43f3-aac7-8faa096b04fb,1316814.0,1355156.0,160341.0,13870.38,213004.0,14.0,731.0,Long Term,Home Mortgage,0.15317157982093427
133,cc405aff-e2b1-42eb-8d08-88c5b1887037,966530.0,255332.0,52934.0,15142.24,235026.0,10.0,724.0,Long Term,Home Mortgage,0.28638458601887357
134,f6171bc8-813f-4f1a-a88e-6022cf3620df,1955309.0,1353660.0,291099.0,22160.08,517484.0,20.0,748.0,Short Term,Home Mortgage,0.1060719691787997
135,eb170677-ca1b-436c-b0f0-c57059c3fa73,755060.0,362824.0,220286.0,15227.17,309276.0,13.0,709.0,Short Term,Rent,0.2962863700526966
136,f2deb1ca-686d-41e1-9d85-1daff51c8c88,1556974.0,1176274.0,294614.0,33345.0,240548.0,32.0,695.0,Long Term,Home Mortgage,0.2291109613579664
137,2bc9fb41-a37b-4943-a6d1-5160e40b761f,1736505.0,82676.0,64619.0,29810.05,781946.0,8.0,643.0,Long Term,Home Mortgage,0.333733337071156
138,7740a2ea-8745-4d04-bd1a-0f6e18c3c2a1,728992.0,275220.0,69407.0,15430.47,309276.0,11.0,745.0,Short Term,Rent,0.26370136358991103
139,fc2edb06-f4b8-45e0-ae0f-ce9691297614,1597558.0,2440878.0,607107.0,23696.99,761684.0,16.0,747.0,Short Term,Home Mortgage,0.13989871677149895
140,ba11f91a-dc1e-45fb-ad76-eb1c01b9f4a5,858458.0,117656.0,78546.0,9586.07,126346.0,5.0,714.0,Short Term,Rent,0.2322480362083681
141,af7c3041-48e2-43dc-96f6-bbdaf8ee239c,557745.0,441628.0,211679.0,8319.72,248094.0,7.0,725.0,Short Term,Rent,0.2572789571176404
142,bc27a463-f2cb-4557-a232-61120b267dbf,,114730.0,25365.0,12974.34,220858.0,11.0,,Short Term,Home Mortgage,0.18419609894416897
143,832c7bb5-fe24-459f-adb5-a2c06cfb7b81,,301510.0,137750.0,12290.91,335082.0,9.0,,Short Term,Rent,0.22481162325867163
144,796c86b4-9caf-4e4c-942e-73512482d85e,739898.0,250206.0,74765.0,7645.6,210892.0,10.0,746.0,Short Term,Rent,0.23748703563004167
145,3a202b99-75ed-433e-b1d0-8ab15b4c1fcf,2396147.0,897006.0,539961.0,36541.18,443916.0,16.0,738.0,Short Term,Rent,0.17638641456819457
146,5d859647-6164-4d97-89a7-fa19ad45d8dc,,266508.0,105412.0,3279.4,390170.0,9.0,,Short Term,Home Mortgage,0.17390777980179728
147,ce1ceea8-9ea3-4605-8687-7a8ed452e0e3,,851466.0,489744.0,12584.27,436700.0,4.0,,Short Term,Rent,0.210231438364174
148,37932ab9-b10e-44d6-96c3-308d392adb37,1530583.0,1140876.0,861156.0,21683.18,756448.0,7.0,741.0,Short Term,Home Mortgage,0.1853161313625908
149,6e7f77ef-afdf-49c4-88f2-ff1ce605063d,1308929.0,401038.0,231344.0,20288.39,178310.0,11.0,716.0,Short Term,Rent,0.22208633143138784
150,e2cd778b-6ab1-4b94-97f0-45179e073d1e,805391.0,219164.0,99180.0,18792.52,309276.0,10.0,708.0,Short Term,Rent,0.2853466963521699
151,ed7dde99-0ff9-4398-8b8c-a7ce6a521490,,1638780.0,1136485.0,35680.86,268884.0,14.0,,Long Term,Home Mortgage,0.26449834184094456
152,64c4b5c9-3bd4-41b1-8ded-3c5825ba193a,1456217.0,472538.0,154261.0,20022.77,310244.0,7.0,745.0,Short Term,Rent,0.181913181201257
153,736b6504-e9dc-47f5-a034-5b1d5e9f4081,1553744.0,707850.0,346617.0,27967.43,309276.0,16.0,737.0,Long Term,Home Mortgage,0.26487338351217216
154,13e17170-aab6-4534-80c5-09527d0c2d27,1849023.0,684992.0,201134.0,27735.25,661892.0,15.0,742.0,Short Term,Home Mortgage,0.16167058858474156
155,8dc6eba5-9e97-4559-8e4d-bf94421c8627,1685547.0,219076.0,101973.0,18681.56,225522.0,7.0,743.0,Short Term,Home Mortgage,0.13975760745835294
156,f461eb36-f7a6-48bf-a0b4-aa5b29742d43,584934.0,552222.0,76304.0,872.48,229944.0,10.0,708.0,Short Term,Own Home,0.19591797243536999
157,78563092-2d79-4fea-9e75-b8fc89d0ed65,786695.0,307296.0,166136.0,7604.75,72424.0,16.0,737.0,Short Term,Home Mortgage,0.20445444850088534
158,7964061b-8b34-4f8a-a7f2-bfbd5bdcea76,2032506.0,1398430.0,1172718.0,27608.14,537922.0,10.0,742.0,Short Term,Home Mortgage,0.13128418304670586
159,fb394d3e-19ea-4da5-be0b-4846734d3931,1941610.0,762058.0,539030.0,26697.09,359700.0,9.0,713.0,Short Term,Home Mortgage,0.15655904948972807
160,69013861-fffd-4f55-9e01-c73cd2b6e38d,894349.0,72732.0,34238.0,21091.52,320584.0,9.0,606.0,Long Term,Home Mortgage,0.3818845300267127
161,cf1fb29c-6c02-4d41-a084-c66dbe48c61f,1465394.0,1475166.0,211489.0,35413.91,309276.0,19.0,709.0,Short Term,Home Mortgage,0.12550148724578178
162,b4d7ff7f-6a39-4d0e-b757-a67f4af7f701,2393525.0,534732.0,132544.0,21142.82,620796.0,10.0,713.0,Long Term,Rent,0.2223614936092124
163,27dc8870-2d2f-4db3-9789-06d3bded6886,3152157.0,901802.0,284278.0,11163.83,257642.0,15.0,741.0,Short Term,Rent,0.08451476482543566
164,e160c4fa-f3c8-4de2-ac55-8edff65fe04a,1977254.0,416460.0,316160.0,45311.77,87208.0,13.0,707.0,Short Term,Home Mortgage,0.1680776820996539
165,22c52e25-3f23-47e6-9e52-ce9a5eac2c9a,765700.0,53196.0,38722.0,10336.95,44330.0,4.0,675.0,Short Term,Home Mortgage,0.2020150630383605
166,d7a2f983-64ed-493b-bf34-d7823d1b7584,1063715.0,67188.0,114.0,7694.05,123156.0,6.0,731.0,Short Term,Own Home,0.1789911330117865
167,d8587134-c000-47ed-816a-bdf244337ad9,3223445.0,255310.0,44327.0,24740.09,782254.0,10.0,634.0,Long Term,Rent,0.23985170691504967
168,5ec42efb-3c8d-49e2-a4a8-c2ba098e0571,805068.0,612370.0,87799.0,7782.4,21670.0,21.0,713.0,Short Term,Rent,0.21633923322139761
169,bbaa2cfc-b48c-4b46-a8e1-4bfa3d4cc032,,427306.0,227335.0,17509.26,270028.0,10.0,,Short Term,Home Mortgage,0.18808441441761414
