SalesOrderLineKey,ResellerKey,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Extended Amount,Unit Price Discount Pct,Product Standard Cost,Total Product Cost,Sales Amount
43742001,-1,13576,314,20170706,20170716,20170713,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43741001,-1,27671,310,20170706,20170716,20170713,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43744001,-1,16631,313,20170706,20170716,20170713,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43740001,-1,16527,312,20170706,20170716,20170713,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43743001,-1,11007,347,20170706,20170716,20170713,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43750001,-1,11591,311,20170707,20170717,20170714,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43751001,-1,11592,313,20170707,20170717,20170714,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43752001,-1,13265,311,20170707,20170717,20170714,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43748001,-1,27625,313,20170707,20170717,20170714,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43749001,-1,27636,314,20170707,20170717,20170714,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43747001,-1,27623,314,20170707,20170717,20170714,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43745001,-1,16514,311,20170707,20170717,20170714,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43746001,-1,16616,312,20170707,20170717,20170714,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43753001,-1,16482,310,20170707,20170717,20170714,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43759001,-1,13257,310,20170708,20170718,20170715,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43756001,-1,19941,332,20170708,20170718,20170715,10,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43754001,-1,27617,312,20170708,20170718,20170715,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43758001,-1,27646,310,20170708,20170718,20170715,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43755001,-1,27670,311,20170708,20170718,20170715,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43760001,-1,16352,314,20170708,20170718,20170715,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43761001,-1,16493,310,20170708,20170718,20170715,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43757001,-1,11017,350,20170708,20170718,20170715,9,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43762001,-1,27578,314,20170709,20170719,20170716,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43763001,-1,16525,313,20170709,20170719,20170716,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43766001,-1,16518,313,20170709,20170719,20170716,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43764001,-1,16612,310,20170709,20170719,20170716,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43767001,-1,11001,350,20170709,20170719,20170716,9,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43765001,-1,11010,346,20170709,20170719,20170716,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43776001,-1,13260,314,20170710,20170720,20170717,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43769001,-1,21659,312,20170710,20170720,20170717,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43768001,-1,27649,312,20170710,20170720,20170717,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43770001,-1,27614,312,20170710,20170720,20170717,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43771001,-1,14559,330,20170710,20170720,20170717,4,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43777001,-1,16515,311,20170710,20170720,20170717,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43774001,-1,16348,313,20170710,20170720,20170717,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43773001,-1,16526,314,20170710,20170720,20170717,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43772001,-1,16524,312,20170710,20170720,20170717,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43775001,-1,11027,347,20170710,20170720,20170717,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43778001,-1,11018,345,20170710,20170720,20170717,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43779001,-1,25252,326,20170710,20170720,20170717,9,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43780001,-1,11599,311,20170711,20170721,20170718,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43781001,-1,16495,312,20170711,20170721,20170718,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43782001,-1,16516,312,20170711,20170721,20170718,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43783001,-1,16620,312,20170711,20170721,20170718,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43785001,-1,11601,311,20170712,20170722,20170719,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43786001,-1,11607,311,20170712,20170722,20170719,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43787001,-1,29385,344,20170712,20170722,20170719,8,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43788001,-1,11239,351,20170712,20170722,20170719,10,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43789001,-1,25865,351,20170712,20170722,20170719,1,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43790001,-1,25857,344,20170712,20170722,20170719,1,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43784001,-1,27667,310,20170712,20170722,20170719,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43791001,-1,16484,314,20170712,20170722,20170719,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43792001,-1,16623,312,20170712,20170722,20170719,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43793001,-1,11000,344,20170712,20170722,20170719,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43794001,-1,11029,347,20170712,20170722,20170719,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43796001,-1,17956,342,20170713,20170723,20170720,7,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43802001,-1,11593,312,20170713,20170723,20170720,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43801001,-1,13583,311,20170713,20170723,20170720,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43800001,-1,21710,311,20170713,20170723,20170720,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43795001,-1,27615,312,20170713,20170723,20170720,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43797001,-1,16345,312,20170713,20170723,20170720,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43799001,-1,16636,312,20170713,20170723,20170720,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43798001,-1,16521,310,20170713,20170723,20170720,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43807001,-1,11611,312,20170714,20170724,20170721,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43808001,-1,13259,313,20170714,20170724,20170721,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43804001,-1,13585,310,20170714,20170724,20170721,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43803001,-1,21741,314,20170714,20170724,20170721,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43805001,-1,14510,328,20170714,20170724,20170721,1,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43806001,-1,16523,312,20170714,20170724,20170721,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43809001,-1,16350,310,20170714,20170724,20170721,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43810001,-1,11004,345,20170714,20170724,20170721,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43811001,-1,11026,346,20170714,20170724,20170721,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43813001,-1,28390,350,20170715,20170725,20170722,7,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43823001,-1,19942,342,20170715,20170725,20170722,10,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43814001,-1,25866,350,20170715,20170725,20170722,1,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43824001,-1,14558,338,20170715,20170725,20170722,1,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43812001,-1,27662,312,20170715,20170725,20170722,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43820001,-1,27651,312,20170715,20170725,20170722,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43821001,-1,27663,310,20170715,20170725,20170722,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43822001,-1,27669,313,20170715,20170725,20170722,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43815001,-1,16494,311,20170715,20170725,20170722,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43825001,-1,16349,313,20170715,20170725,20170722,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43816001,-1,16496,314,20170715,20170725,20170722,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43818001,-1,16528,312,20170715,20170725,20170722,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43817001,-1,16519,310,20170715,20170725,20170722,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43826001,-1,11008,348,20170715,20170725,20170722,9,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43819001,-1,11006,346,20170715,20170725,20170722,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43827001,-1,25250,338,20170715,20170725,20170722,9,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43834001,-1,28393,348,20170716,20170726,20170723,7,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43832001,-1,13584,310,20170716,20170726,20170723,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43833001,-1,21727,310,20170716,20170726,20170723,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43835001,-1,19802,348,20170716,20170726,20170723,6,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43836001,-1,26620,324,20170716,20170726,20170723,6,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43828001,-1,27605,310,20170716,20170726,20170723,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43829001,-1,27611,310,20170716,20170726,20170723,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43830001,-1,16347,311,20170716,20170726,20170723,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43831001,-1,11028,349,20170716,20170726,20170723,9,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43837001,-1,11009,350,20170716,20170726,20170723,9,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43840001,-1,17957,326,20170717,20170727,20170724,7,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43919001,-1,12124,314,20170717,20170727,20170724,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43841001,-1,13406,314,20170717,20170727,20170724,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43922001,-1,13546,310,20170717,20170727,20170724,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43918001,-1,22041,313,20170717,20170727,20170724,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43839001,-1,27673,311,20170717,20170727,20170724,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43838001,-1,27641,313,20170717,20170727,20170724,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43920001,-1,28066,313,20170717,20170727,20170724,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43921001,-1,16743,313,20170717,20170727,20170724,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43842001,-1,16630,312,20170717,20170727,20170724,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43924001,-1,12132,310,20170718,20170728,20170725,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43923001,-1,28018,312,20170718,20170728,20170725,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43928001,-1,16740,313,20170718,20170728,20170725,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43925001,-1,16661,314,20170718,20170728,20170725,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43927001,-1,16662,314,20170718,20170728,20170725,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43926001,-1,11055,351,20170718,20170728,20170725,9,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43929001,-1,25270,322,20170718,20170728,20170725,9,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43931001,-1,13548,313,20170719,20170729,20170726,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43935001,-1,20048,334,20170719,20170729,20170726,10,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43930001,-1,28038,312,20170719,20170729,20170726,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43936001,-1,28065,311,20170719,20170729,20170726,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43932001,-1,16741,314,20170719,20170729,20170726,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43937001,-1,17047,312,20170719,20170729,20170726,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43939001,-1,16659,312,20170719,20170729,20170726,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43938001,-1,16686,310,20170719,20170729,20170726,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43933001,-1,11031,347,20170719,20170729,20170726,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43934001,-1,11034,346,20170719,20170729,20170726,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43940001,-1,25294,336,20170719,20170729,20170726,9,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43941001,-1,13600,314,20170720,20170730,20170727,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43949001,-1,27726,310,20170720,20170730,20170727,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43950001,-1,28014,311,20170720,20170730,20170727,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43943001,-1,14565,338,20170720,20170730,20170727,4,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43951001,-1,16696,311,20170720,20170730,20170727,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43946001,-1,16687,313,20170720,20170730,20170727,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43952001,-1,16639,312,20170720,20170730,20170727,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43942001,-1,17051,310,20170720,20170730,20170727,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43945001,-1,16675,310,20170720,20170730,20170727,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43947001,-1,16712,310,20170720,20170730,20170727,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43944001,-1,11054,344,20170720,20170730,20170727,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43948001,-1,11047,345,20170720,20170730,20170727,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43954001,-1,13602,311,20170721,20170731,20170728,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43955001,-1,13661,314,20170721,20170731,20170728,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43953001,-1,20049,342,20170721,20170731,20170728,10,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43957001,-1,28068,313,20170721,20170731,20170728,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43958001,-1,16658,312,20170721,20170731,20170728,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43959001,-1,11035,348,20170721,20170731,20170728,9,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43960001,-1,11046,349,20170721,20170731,20170728,9,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43956001,-1,11030,344,20170721,20170731,20170728,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43967001,-1,28040,313,20170722,20170801,20170729,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43962001,-1,28076,312,20170722,20170801,20170729,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43969001,-1,28071,310,20170722,20170801,20170729,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43968001,-1,28067,313,20170722,20170801,20170729,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43961001,-1,28031,311,20170722,20170801,20170729,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43970001,-1,16684,311,20170722,20170801,20170729,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43963001,-1,16685,314,20170722,20170801,20170729,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43971001,-1,16657,314,20170722,20170801,20170729,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43964001,-1,16745,312,20170722,20170801,20170729,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43965001,-1,11038,351,20170722,20170801,20170729,9,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43966001,-1,11039,347,20170722,20170801,20170729,9,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43975001,-1,13540,312,20170723,20170802,20170730,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43974001,-1,13687,312,20170723,20170802,20170730,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43972001,-1,21939,314,20170723,20170802,20170730,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43978001,-1,28030,310,20170723,20170802,20170730,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43979001,-1,14576,322,20170723,20170802,20170730,1,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43973001,-1,28039,312,20170723,20170802,20170730,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43976001,-1,28063,310,20170723,20170802,20170730,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43981001,-1,16664,314,20170723,20170802,20170730,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43977001,-1,16703,312,20170723,20170802,20170730,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43980001,-1,11048,351,20170723,20170802,20170730,9,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
43982001,-1,25271,342,20170723,20170802,20170730,9,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
43984001,-1,13545,311,20170724,20170803,20170731,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43985001,-1,13515,313,20170724,20170803,20170731,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43988001,-1,11244,344,20170724,20170803,20170731,10,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43983001,-1,28017,314,20170724,20170803,20170731,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43990001,-1,25872,344,20170724,20170803,20170731,1,1,3399.99,3399.99,0,1912.1544,1912.1544,3399.99
43989001,-1,28083,312,20170724,20170803,20170731,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43986001,-1,28070,310,20170724,20170803,20170731,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43987001,-1,28042,310,20170724,20170803,20170731,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43992001,-1,16638,311,20170724,20170803,20170731,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43991001,-1,16660,310,20170724,20170803,20170731,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43995001,-1,21813,312,20170725,20170804,20170801,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43999001,-1,28047,311,20170725,20170804,20170801,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43996001,-1,27920,310,20170725,20170804,20170801,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43997001,-1,28022,310,20170725,20170804,20170801,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43994001,-1,27681,314,20170725,20170804,20170801,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43993001,-1,16929,314,20170725,20170804,20170801,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
43998001,-1,11033,348,20170725,20170804,20170801,9,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
44011001,-1,13514,310,20170726,20170805,20170802,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
44003001,-1,19325,342,20170726,20170805,20170802,8,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
44010001,-1,13680,310,20170726,20170805,20170802,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
44005001,-1,26629,334,20170726,20170805,20170802,6,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
44008001,-1,27678,312,20170726,20170805,20170802,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
44009001,-1,27759,314,20170726,20170805,20170802,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
44004001,-1,28061,310,20170726,20170805,20170802,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
44001001,-1,28044,313,20170726,20170805,20170802,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
44000001,-1,27918,311,20170726,20170805,20170802,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
44002001,-1,14572,336,20170726,20170805,20170802,4,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
44013001,-1,16928,312,20170726,20170805,20170802,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
44006001,-1,16744,310,20170726,20170805,20170802,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27
44012001,-1,11052,349,20170726,20170805,20170802,9,1,3374.99,3374.99,0,1898.0944,1898.0944,3374.99
44007001,-1,25555,320,20170726,20170805,20170802,9,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
